T,GHI_PC,WS_PC,TEM_PC,GHI_SA,WS_SA,TEM_SA
1841,214,1.6,37.3,485,5.8,26.6
1842,90,0.9,35.6,270,5.8,26.7
1843,0,0.8,34.5,67,5.8,26.7
1844,0,0.9,33.7,0,5.8,26.7
1845,0,1,33,0,5.8,26.8
1846,0,1,32.4,0,5.9,26.8
1847,0,0.9,31.8,0,5.9,26.8
1848,0,1,31.2,0,5.9,26.7
1849,0,1,30.6,0,5.8,26.6
1850,0,0.9,29.9,0,5.7,26.5
1851,0,0.7,29.4,0,5.5,26.5
1852,0,0.4,29,0,5.4,26.5
1853,0,0.3,28.5,0,5.3,26.5
1854,0,0.4,28.1,0,5.2,26.5
1855,25,1.5,29.1,0,5.2,26.5
1856,145,2.4,30.7,64,5.1,26.5
1857,393,2.7,32.7,299,5.1,26.5
1858,635,2.5,34.9,547,5.1,26.5
1859,848,2.1,36.9,750,5.2,26.5
1860,972,1.6,38.4,904,5.2,26.5
1861,974,1.3,39.4,898,5.2,26.5
1862,798,1.2,39.7,986,5.3,26.5
1863,723,1.2,39.5,887,5.4,26.4
1864,532,1.3,38.7,762,5.6,26.4
1865,250,1.3,37.7,559,5.8,26.4
1866,82,0.7,35.8,321,6,26.4
1867,0,0.7,34.6,89,6.1,26.4
1868,0,0.7,33.8,0,6.1,26.4
1869,0,0.9,33.2,0,6.2,26.5
1870,0,1.1,32.5,0,6.3,26.5
1871,0,1.1,31.9,0,6.3,26.4
1872,0,1.1,31.3,0,6.1,26.4
1873,0,1,30.7,0,6,26.3
1874,0,1.1,30.3,0,5.8,26.2
1875,0,1.4,30,0,5.7,26.1
1876,0,1.8,29.4,0,5.7,26
1877,0,1.8,28.8,0,5.7,26
1878,0,1.9,28.3,0,5.8,26.1
1879,37,2.4,29,0,5.8,26.2
1880,238,2.7,30.4,66,5.8,26.3
1881,444,2.6,32.6,298,5.7,26.4
1882,608,2.3,35.3,545,5.6,26.5
1883,830,1.8,37.7,758,5.5,26.6
1884,972,1.3,39.5,915,5.4,26.6
1885,979,1.2,40.4,1000,5.2,26.6
1886,919,1.2,40.6,978,5.1,26.5
1887,770,1.3,40.1,927,5,26.5
1888,563,1.2,39.2,541,5.1,26.5
1889,322,1.1,38.1,449,5.2,26.5
1890,89,0.7,36.1,261,5.3,26.5
1891,0,0.7,35,93,5.5,26.5
1892,0,0.9,34.4,0,5.6,26.6
1893,0,1.1,33.7,0,5.7,26.6
1894,0,1.2,32.8,0,5.7,26.6
1895,0,1.2,32,0,5.7,26.5
1896,0,1.1,31.5,0,5.7,26.4
1897,0,1.2,31,0,5.8,26.3
1898,0,1.2,30.5,0,5.8,26.2
1899,0,1.2,30.1,0,5.9,26.1
1900,0,1.2,29.7,0,5.9,26
1901,0,1.2,29,0,5.8,26.1
1902,0,1.2,28.5,0,5.7,26.1
1903,44,2.1,29.6,0,5.7,26.2
1904,246,2.5,31.9,73,5.7,26.3
1905,414,2.3,34.6,313,5.6,26.4
1906,575,1.9,37,525,5.6,26.5
1907,737,1.4,39,774,5.7,26.5
1908,868,0.9,40.3,933,5.8,26.5
1909,857,0.7,40.9,995,6,26.5
1910,790,0.7,40.6,1026,6.1,26.5
1911,674,0.7,39.8,953,6.1,26.4
1912,500,0.5,38.8,806,6.2,26.4
1913,283,0.5,37.6,599,6.3,26.3
1914,71,0.7,36.1,351,6.3,26.4
1915,0,0.9,35.3,103,6.3,26.4
1916,0,1.1,34.5,0,6.4,26.4
1917,0,1.5,33.4,0,6.4,26.4
1918,0,1.7,32.6,0,6.4,26.5
1919,0,1.9,31.9,0,6.4,26.5
1920,0,1.9,31.2,0,6.3,26.4
1921,0,1.6,30.6,0,6.2,26.4
1922,0,1.3,30.2,0,6.1,26.3
1923,0,0.8,29.8,0,6.1,26.2
1924,0,0.5,29.4,0,6,26.2
1925,0,0.5,29.2,0,5.7,26.2
1926,0,0.9,29,0,5.5,26.2
1927,14,1.6,29.7,0,5.3,26.2
1928,116,1.9,31,79,5.1,26.2
1929,422,2,32.9,323,5.1,26.2
1930,508,2.1,34.8,573,5.1,26.1
1931,681,2.1,36.2,786,5.2,26.1
1932,735,1.9,37.2,942,5.3,26
1933,671,1.8,37.7,287,5.5,25.9
1934,877,1.8,37.9,361,5.7,25.8
1935,752,1.8,37.7,651,5.9,25.8
1936,505,1.7,37,651,6.2,25.8
1937,195,1.6,35.9,440,6.6,25.9
1938,49,0.9,33.7,230,6.9,26
1939,0,1,32.1,101,7.2,26.2
1940,0,1,31.2,0,7.4,26.3
1941,0,1,30.5,0,7.5,26.4
1942,0,0.9,29.9,0,7.5,26.5
1943,0,0.7,29.3,0,7.4,26.5
1944,0,0.6,28.8,0,7.3,26.5
1945,0,0.4,28.3,0,7,26.5
1946,0,0.2,27.7,0,6.7,26.4
1947,0,0.3,27.3,0,6.4,26.4
1948,0,0.4,26.8,0,6.2,26.3
1949,0,0.6,26.1,0,6.1,26.3
1950,0,0.8,25.7,0,5.9,26.3
1951,11,1.5,26.5,0,5.8,26.3
1952,129,2.4,28.5,80,5.6,26.3
1953,292,2.8,31.7,215,5.5,26.3
1954,380,2.7,34.6,558,5.4,26.3
1955,785,2.5,37,715,5.2,26.2
1956,836,2.3,38.7,944,5,26.2
1957,759,2.2,39.8,1028,4.8,26.1
1958,750,2.2,40.2,961,4.6,26.1
1959,760,2.3,39.9,952,4.5,26
1960,557,2.4,39.1,805,4.4,26
1961,318,2.3,37.9,598,4.4,26
1962,88,1.4,35.7,352,4.5,26.1
1963,0,1.4,34.2,104,4.6,26.1
1964,0,1.6,33.5,0,4.7,26.2
1965,0,1.9,32.9,0,4.8,26.3
1966,0,2.1,32.4,0,4.9,26.3
1967,0,1.8,31.7,0,5.1,26.3
1968,0,1.5,31,0,5.3,26.2
1969,0,1.6,30.3,0,5.4,26.1
1970,0,1.5,29.6,0,5.5,26
1971,0,1.7,29,0,5.6,25.9
1972,0,2.1,28.5,0,5.6,25.8
1973,0,2.1,28,0,5.5,25.7
1974,0,2.1,27.8,0,5.4,25.7
1975,46,2.7,28.5,0,5.3,25.8
1976,238,3.1,30.1,82,5.3,25.8
1977,491,3.1,32.5,328,5.3,25.9
1978,714,3.1,35.1,576,5.3,26.1
1979,828,3,37.2,780,5.2,26.2
1980,950,2.9,38.8,931,5.1,26.3
1981,973,2.8,39.7,1011,4.9,26.3
1982,879,2.8,40,1014,4.7,26.4
1983,695,2.7,39.5,936,4.6,26.4
1984,503,2.6,38.7,787,4.6,26.4
1985,262,2.5,37.6,578,4.6,26.4
1986,68,1.5,35.6,334,4.8,26.4
1987,0,1.4,34.1,94,5,26.4
1988,0,1.5,33.3,0,5.2,26.5
1989,0,1.6,32.6,0,5.5,26.5
1990,0,1.6,31.9,0,5.7,26.5
1991,0,1.7,31.2,0,5.9,26.5
1992,0,1.8,30.5,0,6,26.5
1993,0,1.7,29.6,0,6.1,26.4
1994,0,1.6,28.7,0,6.2,26.3
1995,0,1.5,28,0,6.3,26.2
1996,0,1.5,27.4,0,6.4,26.1
1997,0,1.5,26.8,0,6.4,26.1
1998,0,1.6,26.4,0,6.4,26.2
1999,56,2.6,27.7,0,6.4,26.3
2000,239,3.2,30.1,75,6.5,26.4
2001,530,3.1,32.9,308,6.5,26.5
2002,748,2.8,35.6,552,6.5,26.6
2003,888,2.3,37.8,762,6.4,26.7
2004,973,2,39.4,916,6.2,26.7
2005,980,1.8,40.4,998,6,26.8
2006,888,1.8,40.6,1006,5.8,26.8
2007,743,1.8,40.3,932,5.6,26.8
2008,541,1.9,39.6,784,5.5,26.7
2009,304,2,38.4,574,5.4,26.7
2010,77,1.2,36.3,331,5.4,26.7
2011,0,1.3,34.9,93,5.6,26.7
2012,0,1.5,34.2,0,5.8,26.7
2013,0,1.7,33.6,0,6.1,26.7
2014,0,1.7,32.9,0,6.3,26.7
2015,0,1.6,32.3,0,6.4,26.7
2016,0,1.3,31.7,0,6.4,26.6
2017,0,1.3,31.2,0,6.3,26.5
2018,0,1.3,30.7,0,6.2,26.4
2019,0,1.5,30.2,0,6.1,26.3
2020,0,1.8,29.5,0,6.1,26.2
2021,0,2.1,28.9,0,6,26.2
2022,0,2.1,28.4,0,6,26.2
2023,50,2.7,29.3,0,6,26.3
2024,271,3,31.1,79,6,26.4
2025,477,3,33.6,317,6.1,26.5
2026,730,2.7,36.3,564,6.1,26.6
2027,767,2.4,38.3,776,6.1,26.7
2028,754,2.1,39.8,930,6,26.7
2029,832,1.9,40.5,1012,5.9,26.7
2030,754,1.7,40.7,993,5.9,26.7
2031,641,1.5,40.4,884,5.9,26.7
2032,488,1.3,39.7,752,5.9,26.7
2033,305,1,38.5,491,5.9,26.8
2034,58,0.4,36.5,342,6,26.8
2035,0,0.2,35.1,99,6.1,26.8
2036,0,0.2,34.3,0,6.2,26.9
2037,0,0.2,33.7,0,6.3,26.9
2038,0,0.3,33.1,0,6.4,26.9
2039,0,0.3,32.5,0,6.5,26.8
2040,0,0.3,32,0,6.5,26.7
2041,0,0.2,31.4,0,6.5,26.7
2042,0,0.3,30.9,0,6.5,26.6
2043,0,0.5,30.2,0,6.4,26.5
2044,0,0.9,29.7,0,6.4,26.4
2045,0,1.2,29.1,0,6.3,26.4
2046,0,1.6,28.7,0,6.3,26.5
2047,52,2.4,29.5,0,6.2,26.5
2048,221,2.7,31.2,88,6.2,26.6
2049,488,2.7,33.4,331,6.1,26.7
2050,714,2.4,35.7,579,6,26.8
2051,733,2.1,37.5,791,5.9,26.9
2052,670,1.8,39.1,926,5.9,26.9
2053,842,1.6,40.3,954,5.9,26.9
2054,611,1.4,40.5,978,5.8,26.9
2055,653,1.2,40.3,956,5.9,26.9
2056,391,1.1,39.6,807,6,26.9
2057,96,0.9,38.5,599,6.1,26.8
2058,7,0.4,36.2,351,6.1,26.8
2059,0,0.4,34.6,104,6.2,26.8
2060,0,0.3,33.8,0,6.2,26.8
2061,0,0.4,33.2,0,6.1,26.8
2062,0,0.5,32.6,0,6.1,26.8
2063,0,0.9,32.1,0,6,26.7
2064,0,1.1,31.2,0,5.9,26.7
2065,0,1.1,30.3,0,5.7,26.6
2066,0,1,29.6,0,5.4,26.6
2067,0,0.8,29,0,5.2,26.5
2068,0,0.5,28.7,0,5.1,26.5
2069,0,0.2,28.3,0,4.9,26.5
2070,0,0.4,28,0,4.8,26.5
2071,48,0.8,29.5,0,4.9,26.5
2072,264,0.7,31.7,88,5.1,26.6
2073,466,0.6,34,330,5.3,26.7
2074,669,0.6,36.2,578,5.5,26.7
2075,790,0.7,38,793,5.7,26.8
2076,934,0.7,39.4,946,5.9,26.8
2077,910,0.7,40.3,1026,6,26.8
2078,760,0.7,40.7,894,6.1,26.7
2079,618,0.7,40.5,949,6.2,26.7
2080,430,0.7,39.7,757,6.4,26.7
2081,178,0.6,38.5,278,6.6,26.7
2082,24,0.3,36.7,111,6.8,26.8
2083,0,0.5,35.5,42,6.9,26.8
2084,0,0.9,35,0,6.9,26.9
2085,0,1.2,34.4,0,6.9,27
2086,0,1.7,33.5,0,6.8,27
2087,0,2.1,32.8,0,6.9,27
2088,0,2.3,32,0,7,26.9
2089,0,2.4,31.2,0,7.2,26.7
2090,0,2.1,30.5,0,7.3,26.6
2091,0,1.8,30,0,7.4,26.5
2092,0,1.6,29.5,0,7.4,26.4
2093,0,1.3,29.1,0,7.1,26.3
2094,0,1,28.9,0,6.8,26.3
2095,13,1,29.1,0,6.7,26.3
2096,136,0.9,30.1,77,6.6,26.3
2097,309,0.9,31.7,284,6.6,26.3
2098,338,0.9,33.3,566,6.5,26.4
2099,468,0.6,34.5,730,6.4,26.3
2100,430,0.4,35.2,810,6.3,26.3
2101,319,0.3,35.6,663,6.2,26.2
2102,362,0.3,35.8,464,6.1,26.2
2103,453,0.4,35.7,952,6,26.2
2104,372,0.4,35.4,804,5.9,26.1
2105,135,0.5,34.8,596,5.8,26.2
2106,38,0.8,33.8,350,5.8,26.2
2107,0,1.8,32.6,103,5.8,26.3
2108,0,2.3,31.8,0,5.8,26.3
2109,0,2.3,31,0,5.8,26.4
2110,0,2.2,30.4,0,5.8,26.4
2111,0,2.3,29.8,0,5.8,26.4
2112,0,2.2,29.3,0,5.8,26.3
2113,0,2,28.8,0,5.8,26.3
2114,0,1.8,28.3,0,5.7,26.2
2115,0,1.6,28,0,5.6,26.1
2116,0,1.3,27.6,0,5.5,26.1
2117,0,1,27.4,0,5.5,26.1
2118,0,0.8,27.2,0,5.4,26.2
2119,34,0.9,27.4,0,5.3,26.3
2120,240,1.3,28,95,5.3,26.4
2121,496,1.7,28.5,343,5.2,26.5
2122,678,2,29.2,593,5,26.5
2123,632,2.1,29.8,806,4.8,26.6
2124,740,2.1,30.3,961,4.5,26.5
2125,613,2.1,30.9,1043,4.3,26.5
2126,586,2,31.1,1024,4.2,26.4
2127,399,1.8,30.7,968,4.1,26.3
2128,411,1.5,30.1,817,4.1,26.2
2129,268,1.3,29.4,590,4.2,26.2
2130,58,0.9,28.4,278,4.4,26.3
2131,0,0.7,27.7,107,4.5,26.3
2132,0,0.6,27.3,0,4.6,26.3
2133,0,0.5,27.1,0,4.7,26.3
2134,0,0.4,27,0,4.8,26.3
2135,0,0.3,26.8,0,4.9,26.3
2136,0,0.2,26.6,0,4.9,26.3
2137,0,0.1,26.5,0,5,26.2
2138,0,0.2,26.2,0,5.1,26.1
2139,0,0.3,26,0,5.2,26.1
2140,0,0.5,25.8,0,5.3,26
2141,0,0.7,25.5,0,5.3,26
2142,0,0.9,25.3,0,5.2,26
2143,35,1.2,25.7,0,5.1,26.1
2144,142,1.4,26.5,98,4.9,26.2
2145,396,1.5,27.7,348,4.8,26.3
2146,535,1.5,29.2,598,4.6,26.4
2147,760,1.2,30.9,807,4.4,26.5
2148,955,0.9,32.3,960,4.2,26.5
2149,923,0.6,33.4,1040,3.9,26.5
2150,902,0.6,34.1,1023,3.7,26.5
2151,762,0.7,34.3,962,3.5,26.5
2152,562,0.8,34,808,3.4,26.5
2153,165,0.9,33.3,595,3.6,26.6
2154,11,0.7,31.5,346,3.8,26.6
2155,0,0.8,30.4,100,4,26.6
2156,0,0.9,29.8,0,4.2,26.7
2157,0,0.9,29.2,0,4.3,26.7
2158,0,0.8,28.8,0,4.5,26.7
2159,0,0.7,28.5,0,4.6,26.7
2160,0,0.6,28.1,0,4.6,26.7
2161,0,0.4,27.8,0,4.5,26.6
2162,0,0.3,27.5,0,4.4,26.6
2163,0,0.1,27.4,0,4.4,26.6
2164,0,0.2,27.3,0,4.5,26.6
2165,0,0.1,27.1,0,4.6,26.7
2166,0,0.4,27,0,4.7,26.7
2167,64,1,28.4,0,4.7,26.8
2168,297,1.5,30.7,15,4.6,26.8
2169,544,2,33.2,64,4.5,26.9
2170,719,2.3,35.6,85,4.4,27
2171,881,2.2,37.3,124,4.3,27
2172,877,2,38.4,596,4.2,27.1
2173,977,1.8,39,611,4.1,27.1
2174,891,1.7,38.8,865,4.1,27.1
2175,659,1.6,38.4,665,4,27.1
2176,550,1.6,37.8,493,4,27.1
2177,292,1.1,36.8,524,4.1,27.1
2178,49,0.7,34.6,105,4.3,27.2
2179,0,0.9,33.5,90,4.5,27.2
2180,0,1.1,32.8,0,4.7,27.1
2181,0,1.2,32.1,0,4.8,27.1
2182,0,1.2,31.4,0,4.9,27.2
2183,0,1.2,30.6,0,4.9,27.2
2184,0,1.4,30,0,5,27.1
2185,0,1.6,29.3,0,5.1,27.1
2186,0,1.6,28.4,0,5.2,27
2187,0,1.8,27.6,0,5.4,27
2188,0,1.8,27,0,5.7,26.9
2189,0,1.6,26.6,0,5.9,27
2190,0,1.6,26.3,0,6.1,27.1
2191,63,2.6,27.8,0,6.2,27.1
2192,288,3.2,29.9,87,6.3,27.1
2193,530,3.2,32.4,291,6.3,27.1
2194,743,3,34.9,492,6.3,27.2
2195,886,2.7,37,755,6.2,27.3
2196,974,2.6,38.6,896,6.2,27.3
2197,983,2.5,39.6,672,6.1,27.4
2198,905,2.5,39.9,994,6,27.4
2199,762,2.5,39.6,915,6,27.4
2200,560,2.6,38.8,614,6,27.4
2201,322,2.5,37.5,546,6,27.4
2202,90,1.6,35.2,322,6,27.5
2203,0,1.6,33.6,91,6,27.5
2204,0,1.8,32.8,0,6.1,27.6
2205,0,1.9,32,0,6.3,27.6
2206,0,2,31.4,0,6.3,27.6
2207,0,2.2,30.7,0,6.4,27.5
2208,0,2.3,30,0,6.5,27.4
2209,0,2.3,29.2,0,6.7,27.2
2210,0,2.3,28.3,0,6.9,27.1
2211,0,2.4,27.5,0,7,27
2212,0,2.5,26.9,0,7,27
2213,0,2.5,26.3,0,6.8,26.9
2214,0,2.4,26,0,6.7,26.9
2215,69,3.4,27,0,6.6,27
2216,298,3.8,29.1,85,6.6,27
2217,542,3.8,31.5,314,6.7,27.1
2218,560,3.6,33.8,551,6.7,27.1
2219,741,3.3,35.7,766,6.7,27.2
2220,826,3,37.2,917,6.8,27.2
2221,781,2.8,38.1,802,6.8,27.2
2222,794,2.6,38.2,762,6.9,27.2
2223,588,2.4,37.9,330,7,27.2
2224,327,2.3,37.2,322,7,27.2
2225,162,2.2,36.3,346,7,27.2
2226,39,1.2,34.2,237,7,27.2
2227,0,1.2,32.7,59,7,27.2
2228,0,1.3,32,0,7,27.2
2229,0,1.6,31.6,0,7,27.2
2230,0,1.8,31.2,0,7,27.2
2231,0,1.8,30.7,0,6.9,27.2
2232,0,1.7,30.1,0,6.8,27.2
2233,0,2,29.5,0,6.6,27.1
2234,0,2.4,28.9,0,6.5,27.1
2235,0,2.7,28.3,0,6.4,27
2236,0,2.6,27.6,0,6.3,26.9
2237,0,2.5,27.1,0,6.2,26.9
2238,0,2.4,26.9,0,6.2,26.9
2239,50,3.5,27.9,0,6.3,26.9
2240,238,3.9,29.8,93,6.4,26.9
2241,360,3.9,32.1,338,6.4,26.9
2242,515,3.8,34.3,583,6.4,27
2243,666,3.6,36.1,787,6.4,27
2244,775,3.3,37.6,924,6.4,27.1
2245,733,3.2,38.4,1002,6.3,27.1
2246,640,3,38.8,729,6.2,27.1
2247,646,2.9,38.5,946,6.2,27.2
2248,476,2.8,37.8,796,6.1,27.2
2249,255,2.7,36.7,547,6.1,27.2
2250,35,1.9,35,224,6.1,27.3
2251,0,1.6,33.7,98,6.1,27.3
2252,0,1.7,33,0,6.2,27.2
2253,0,1.8,32.3,0,6.3,27.2
2254,0,1.8,31.7,0,6.4,27.2
2255,0,2,31.1,0,6.5,27.2
2256,0,2.5,30.6,0,6.6,27.2
2257,0,3,29.9,0,6.6,27.2
2258,0,3.1,29,0,6.5,27.2
2259,0,3.3,28.1,0,6.5,27.1
2260,0,3.5,27.2,0,6.5,27.1
2261,0,3.3,26.6,0,6.3,27.1
2262,0,3.1,26.4,0,6.1,27.1
2263,71,3.5,27.5,0,6,27.1
2264,279,3.9,29.5,80,5.9,27.2
2265,416,3.9,31.6,325,5.8,27.2
2266,665,3.7,33.6,573,5.7,27.2
2267,812,3.4,35.3,796,5.7,27.2
2268,855,3.1,37,867,5.6,27.1
2269,838,2.9,38.3,914,5.3,27
2270,748,2.7,38.8,1014,5,27
2271,594,2.5,38.6,870,5,26.9
2272,471,2.5,38.1,637,5.3,26.9
2273,271,2.4,37.1,569,5.6,26.9
2274,91,1.4,34.7,229,5.8,27
2275,0,1.4,33,62,5.9,27
2276,0,1.7,32.4,0,5.9,27.1
2277,0,1.9,31.8,0,5.8,27.1
2278,0,1.8,31.1,0,5.6,27.2
2279,0,1.7,30.4,0,5.4,27.2
2280,0,1.5,29.7,0,5.2,27.2
2281,0,1.5,29.1,0,5.2,27.2
2282,0,1.8,28.6,0,5.2,27.2
2283,0,2.3,28.1,0,5.1,27.2
2284,0,2.8,27.5,0,5.3,27.2
2285,0,2.7,27,0,5.5,27.2
2286,0,2.6,26.6,0,5.7,27.2
2287,75,3.3,27.4,0,5.9,27.2
2288,309,3.6,29,104,6,27.2
2289,557,3.5,31,280,6.1,27.2
2290,773,3.4,33.4,521,6.1,27.2
2291,915,3.2,35.8,792,6,27.2
2292,1000,3.1,37.8,939,5.8,27.2
2293,1003,3.1,39.2,958,5.6,27.2
2294,901,3.1,39.6,982,5.6,27.2
2295,753,3,39.2,893,5.6,27.2
2296,552,3,38.6,613,5.7,27.3
2297,313,2.9,37.5,470,5.9,27.3
2298,74,1.9,35.2,330,6,27.4
2299,0,1.8,33.5,94,6.1,27.4
2300,0,2,32.6,0,6.1,27.5
2301,0,1.9,31.9,0,6.2,27.5
2302,0,1.7,31.1,0,6.2,27.4
2303,0,1.4,30.3,0,6.2,27.4
2304,0,1.5,29.7,0,6.3,27.3
2305,0,1.9,29.3,0,6.3,27.2
2306,0,2,28.7,0,6.3,27.2
2307,0,2.1,28,0,6.3,27.1
2308,0,2.1,27.4,0,6.3,27.1
2309,0,1.9,26.9,0,6.4,27.1
2310,0,1.9,26.7,0,6.4,27.2
2311,76,2.9,28,0,6.5,27.2
2312,286,3.6,30.1,96,6.5,27.2
2313,512,3.4,32.4,315,6.6,27.3
2314,693,2.9,34.8,586,6.4,27.3
2315,737,2.4,36.7,793,6.2,27.3
2316,867,1.9,38.1,942,5.9,27.3
2317,875,1.5,38.8,952,5.5,27.2
2318,851,1.3,38.9,934,5.1,27.2
2319,761,1.2,38.7,911,4.8,27.2
2320,539,1.1,38,780,4.6,27.2
2321,314,0.9,37.1,524,4.5,27.2
2322,85,0.4,35,306,4.4,27.2
2323,0,0.4,33.6,96,4.4,27.1
2324,0,0.4,32.6,0,4.4,26.9
2325,0,0.4,32,0,4.4,26.8
2326,0,0.5,31.8,0,4.3,26.7
2327,0,0.6,31.6,0,4.2,26.6
2328,0,1.2,30.9,0,4.2,26.6
2329,0,1.2,30.3,0,4.1,26.5
2330,0,0.7,29.8,0,4.2,26.5
2331,0,0.2,29.2,0,4.4,26.4
2332,0,0.4,28.8,0,4.7,26.4
2333,0,0.8,28.4,0,4.9,26.5
2334,0,1.3,28.1,0,5,26.6
2335,20,1.8,28.5,0,5.2,26.6
2336,137,1.6,29.8,106,5.4,26.7
2337,327,1.3,31.4,330,5.4,26.9
2338,531,1,33.2,580,5.2,27
2339,670,0.6,34.5,782,5,27.1
2340,592,0.3,35.6,670,4.8,27.1
2341,658,0.3,36,829,4.7,27.2
2342,672,0.4,35.8,958,4.6,27.1
2343,619,0.7,35.2,849,4.7,27.1
2344,333,1.1,34.3,775,4.9,27
2345,89,1.5,33.1,560,5.2,27
2346,34,2,31.7,331,5.3,27
2347,0,2.4,30.6,95,5.4,27.1
2348,0,2.6,29.6,0,5.4,27.1
2349,0,2.5,28.8,0,5.3,27.1
2350,0,2.4,28.3,0,5.3,27.2
2351,0,2.2,27.9,0,5.4,27.2
2352,0,1.9,27.7,0,5.3,27.1
2353,0,1.7,27.4,0,5.3,27.1
2354,0,1.6,27.1,0,5.4,27
2355,0,1.4,26.9,0,5.6,27
2356,0,1.2,26.6,0,5.7,27
2357,0,1,26.4,0,5.6,27.1
2358,0,0.8,26.3,0,5.4,27.2
2359,8,1.2,27.2,0,5.2,27.2
2360,47,1.6,28.8,107,5,27.2
2361,103,1.8,30.9,298,4.7,27.3
2362,137,1.9,33.3,572,4.5,27.3
2363,415,1.7,35.5,788,4.4,27.3
2364,426,1.3,37.2,934,4.2,27.3
2365,412,1,38.3,1007,3.9,27.3
2366,640,0.7,38.8,959,3.7,27.3
2367,507,0.6,38.4,900,3.6,27.3
2368,328,0.6,37.8,697,3.7,27.3
2369,153,0.6,36.9,570,3.9,27.3
2370,53,0.3,35.2,329,4.1,27.3
2371,0,0.4,34,94,4.2,27.3
2372,0,0.4,33.5,0,4.2,27.4
2373,0,0.5,33,0,4.3,27.4
2374,0,0.9,32.2,0,4.5,27.4
2375,0,1.1,31.3,0,4.7,27.3
2376,0,1.2,30.6,0,4.9,27.3
2377,0,1.4,30,0,5.1,27.2
2378,0,1.3,29.5,0,4.9,27.1
2379,0,1.2,29.1,0,4.3,27.1
2380,0,1,28.7,0,3.8,27
2381,0,0.4,28.2,0,3.5,27
2382,0,0.2,28.1,0,3.5,27
2383,46,0.6,28.9,0,3.4,27
2384,216,1.4,30.6,103,3,27
2385,508,1.8,32.6,337,2.7,27
2386,557,1.8,34.6,545,2.7,27.1
2387,797,1.7,36.2,684,2.7,27.1
2388,855,1.4,37.5,785,2.7,27.1
2389,899,1.2,38.5,930,2.6,27.2
2390,832,1.1,38.7,926,2.6,27.2
2391,674,1,38.5,898,2.7,27.2
2392,495,1,37.9,734,2.8,27.2
2393,271,0.9,37,532,2.8,27.2
2394,58,0.4,35.3,310,2.7,27.2
2395,0,0.4,34.1,86,2.6,27.2
2396,0,0.7,33.5,0,2.5,27.2
2397,0,1.1,32.8,0,2.4,27.2
2398,0,1.2,31.9,0,2.5,27.2
2399,0,1.3,31.1,0,2.8,27.2
2400,0,1.5,30.4,0,3.2,27.1
2401,0,1.8,30.1,0,3.1,27.1
2402,0,1.7,29.7,0,2.9,27
2403,0,1.3,29.2,0,2.8,26.9
2404,0,0.6,28.9,0,2.8,26.9
2405,0,0.3,28.5,0,2.9,26.8
2406,0,0.4,28.3,0,3,26.8
2407,18,0.7,29.4,0,3.1,26.8
2408,81,0.9,31.2,76,3.2,26.8
2409,376,1.4,33.1,299,3.3,26.8
2410,713,1.8,35.4,491,3.3,26.8
2411,840,2,37.3,637,3.4,26.8
2412,920,1.9,38.5,874,3.5,26.8
2413,717,1.6,39.5,957,3.6,26.8
2414,829,1.4,39.5,952,3.6,26.8
2415,642,1.1,39.3,817,3.6,26.8
2416,497,0.9,38.5,639,3.6,26.8
2417,253,0.6,37.5,555,3.7,26.9
2418,54,0.3,35.7,290,3.8,27
2419,0,0.5,34.5,58,4,27.1
2420,0,0.8,33.4,0,4.3,27.1
2421,0,1.3,32.3,0,4.6,27.1
2422,0,1.7,31.4,0,4.8,27.1
2423,0,1.7,30.5,0,4.9,27
2424,0,1.6,29.8,0,4.9,27
2425,0,1.6,29.1,0,4.6,26.9
2426,0,1.4,28.5,0,4.5,26.8
2427,0,1.3,28.1,0,4.4,26.7
2428,0,1.1,27.7,0,4.3,26.6
2429,0,0.8,27.3,0,4.3,26.6
2430,0,0.5,27.1,0,4.5,26.6
2431,30,0.6,27.3,0,4.7,26.6
2432,111,1.2,28.2,114,4.9,26.7
2433,232,1.8,29.9,353,5,26.9
2434,396,2,32.2,548,4.9,27
2435,630,1.8,33.9,790,4.7,27.2
2436,635,1.5,35.2,910,4.5,27.2
2437,780,1.3,36,1007,4.4,27.2
2438,543,0.8,35.9,977,4.2,27.2
2439,547,0.7,35.4,767,4.2,27.2
2440,362,1,34.5,601,4.1,27.1
2441,256,1.2,33.3,373,4.1,27.1
2442,46,1.5,31.7,287,4.1,27.2
2443,0,2,30.5,88,4.2,27.3
2444,0,2.1,29.6,0,4.4,27.3
2445,0,2.1,28.9,0,4.7,27.4
2446,0,2,28.4,0,5,27.5
2447,0,1.8,28,0,5.2,27.6
2448,0,1.6,27.7,0,5.4,27.6
2449,0,1.6,27.5,0,5.5,27.5
2450,0,1.5,27.3,0,5.5,27.5
2451,0,1.2,27.1,0,5.6,27.4
2452,0,0.8,26.9,0,5.6,27.4
2453,0,0.6,26.8,0,5.7,27.4
2454,0,0.6,26.7,0,5.7,27.4
2455,34,0.9,26.9,0,5.8,27.4
2456,159,1.1,27.3,108,5.8,27.4
2457,359,1.1,27.6,170,5.9,27.5
2458,419,1.2,28.2,575,5.9,27.5
2459,568,1,28.9,772,5.8,27.5
2460,756,0.7,29.5,912,5.6,27.3
2461,715,0.4,30.1,980,5.4,27.2
2462,690,0.3,30.4,961,5.1,27.1
2463,528,0.7,30.3,899,4.8,27.1
2464,502,0.8,29.9,751,4.4,27.1
2465,225,0.8,29.1,549,4.1,27.1
