T,GHI_PC,WS_PC,TEM_PC,GHI_SA,WS_SA,TEM_SA
1,0,1.1,23.4,0,8.9,27.2
2,0,1.2,23,0,8.7,27.2
3,0,1.4,22.7,0,8.6,27.2
4,0,1.5,22.4,0,8.3,27.1
5,0,1.5,22.1,0,8.2,27.1
6,0,1.5,21.9,0,8.3,27.2
7,43,2.4,23.5,0,8.4,27.3
8,257,3.8,25.9,18,8.4,27.3
9,491,4.1,28.2,197,8.5,27.3
10,693,3.9,30.3,366,8.5,27.3
11,836,3.5,31.9,549,8.6,27.4
12,916,3.1,33.2,748,8.6,27.4
13,921,2.6,34.1,678,8.4,27.3
14,848,2.3,34.4,685,8.5,27.3
15,707,2.1,34.3,728,8.8,27.3
16,510,2,33.6,563,9,27.3
17,279,1.5,32.2,373,9.1,27.3
18,60,0.9,29.5,200,9.4,27.2
19,0,1,28.3,20,9.7,27.2
20,0,1,27.6,0,9.8,27.2
21,0,1,27.1,0,9.8,27.2
22,0,1,26.5,0,9.7,27.2
23,0,1.1,26,0,9.6,27.2
24,0,1,25.4,0,9.6,27.1
25,0,1.2,25,0,9.4,27
26,0,1.6,24.7,0,9.3,26.9
27,0,2,24.4,0,9.1,26.9
28,0,2,23.9,0,8.9,26.8
29,0,1.7,23.3,0,8.8,26.9
30,0,1.6,22.8,0,8.7,27
31,40,2.6,24,0,8.8,27
32,251,3.8,26,14,8.7,27.1
33,484,3.8,28.1,166,8.6,27.2
34,687,3.6,30.2,396,8.5,27.2
35,839,3.3,32,575,8.5,27.3
36,917,2.8,33.4,450,8.3,27.3
37,921,2.5,34.2,770,8.1,27.3
38,850,2.2,34.4,835,7.8,27.4
39,709,2,34.2,762,7.6,27.4
40,359,1.8,33.4,622,7.6,27.4
41,59,1.5,32.1,419,7.3,27.5
42,8,0.9,29.5,210,7.1,27.5
43,0,0.9,28.4,21,7.1,27.4
44,0,1,27.7,0,7.1,27.3
45,0,1.1,27,0,7.2,27.3
46,0,1.2,26.5,0,7.2,27.2
47,0,1.2,26,0,7.6,27.1
48,0,1.2,25.4,0,8.1,27
49,0,1.2,25,0,8.4,26.9
50,0,1.3,24.6,0,8.4,26.8
51,0,1.4,24.3,0,8.2,26.7
52,0,1.9,24.1,0,8,26.7
53,0,1.9,23.7,0,7.7,26.7
54,0,1.9,23.4,0,7.4,26.7
55,29,2.6,24.6,0,7.2,26.8
56,224,3.5,26.8,17,7.2,26.8
57,431,3.6,29.1,197,7.2,26.9
58,483,3.5,31.1,415,7.1,27
59,578,3.2,32.6,601,7.2,27
60,606,2.9,33.9,754,7.3,27
61,296,2.7,34.7,732,7.1,27
62,408,2.4,34.9,640,6.9,27
63,490,2.3,34.6,691,6.8,26.9
64,486,2.1,33.9,557,6.7,26.9
65,259,1.7,32.7,357,6.7,27
66,57,0.9,30.3,203,6.7,27
67,0,1,29.1,20,6.7,27.1
68,0,1.1,28.4,0,6.6,27.1
69,0,1.2,27.8,0,6.5,27.1
70,0,1.5,27.4,0,6.4,27.1
71,0,1.6,27,0,6.4,27.1
72,0,1.5,26.4,0,6.6,27
73,0,1.4,25.9,0,6.6,27
74,0,1.4,25.4,0,6.5,26.9
75,0,1.5,25,0,6.4,26.8
76,0,1.5,24.7,0,6.4,26.8
77,0,1.6,24.3,0,6.1,26.8
78,0,1.5,24,0,5.8,26.8
79,37,2.6,25.3,0,5.7,26.8
80,253,3.8,27.4,17,5.9,26.7
81,470,3.9,29.6,149,5.9,26.7
82,538,3.9,31.6,422,5.9,26.7
83,792,3.6,33.1,616,5.9,26.7
84,860,3.2,34,591,5.9,26.8
85,859,2.8,34.7,830,5.7,26.8
86,680,2.5,34.9,384,5.4,26.7
87,636,2.3,34.6,618,5.1,26.7
88,509,2.2,34,513,5,26.7
89,280,1.8,32.7,322,4.9,26.8
90,36,1.1,30.2,200,5.1,26.8
91,0,1.2,29,23,5.4,26.8
92,0,1.2,28.3,0,5.7,26.9
93,0,1.2,27.7,0,6,27
94,0,1.1,27.2,0,6.1,27
95,0,1,26.6,0,6.2,27
96,0,1,26.1,0,6.4,27
97,0,1,25.6,0,6.5,26.9
98,0,1.1,25.2,0,6.6,26.8
99,0,1.3,24.8,0,6.8,26.8
100,0,1.5,24.5,0,7,26.8
101,0,1.6,24.1,0,6.9,26.8
102,0,1.6,23.8,0,6.6,26.9
103,38,2.5,25.1,0,6.3,26.9
104,249,3.6,27.3,18,6.1,26.9
105,438,3.7,29.4,197,5.8,26.9
106,596,3.5,31.3,389,5.5,26.9
107,525,3.2,33,609,5.7,26.8
108,729,2.9,34.2,573,6.1,26.8
109,871,2.6,34.9,761,6.3,26.8
110,575,2.4,35.1,810,6.4,26.8
111,396,2.3,34.8,769,6.5,26.8
112,515,2.1,34.1,632,6.6,26.8
113,286,1.7,32.7,411,6.5,26.8
114,66,1.1,30.3,156,6.4,26.8
115,0,1.1,29.3,23,6.4,26.8
116,0,1.2,28.7,0,6.3,26.8
117,0,1.3,28.1,0,6.2,26.8
118,0,1.3,27.6,0,6.1,26.8
119,0,1.1,27,0,6.1,26.7
120,0,1,26.4,0,6.1,26.6
121,0,0.8,26,0,6,26.5
122,0,0.7,25.5,0,5.9,26.4
123,0,0.7,25.2,0,5.8,26.4
124,0,0.9,24.8,0,5.8,26.4
125,0,1,24.4,0,5.8,26.4
126,0,1.2,24,0,5.9,26.4
127,17,2.1,25.1,0,5.9,26.5
128,127,3,27.1,19,6,26.5
129,317,3.2,29.1,211,6.1,26.5
130,582,3,30.9,437,6.1,26.5
131,661,2.5,32.4,422,6.2,26.4
132,812,2.1,33.6,254,6.2,26.4
133,777,1.7,34.3,563,6.2,26.4
134,830,1.4,34.5,626,6.1,26.4
135,633,1.1,34.3,679,6.1,26.4
136,431,0.9,33.7,546,6,26.3
137,277,0.7,32.7,455,5.9,26.3
138,64,0.5,30.7,202,5.7,26.4
139,0,0.6,29.6,28,5.6,26.5
140,0,0.6,28.8,0,5.5,26.6
141,0,0.7,28.2,0,5.4,26.6
142,0,0.8,27.6,0,5.2,26.6
143,0,0.8,26.8,0,5.1,26.6
144,0,0.8,26.1,0,5.1,26.5
145,0,0.7,25.5,0,5,26.4
146,0,0.7,25,0,4.9,26.2
147,0,0.7,24.5,0,4.9,26
148,0,0.8,24.1,0,5,25.9
149,0,0.9,23.7,0,4.8,25.9
150,0,1.2,23.5,0,4.5,26
151,24,2.3,24.8,0,4.4,26.1
152,156,3.4,27.2,20,4.3,26.2
153,354,3.7,29.8,216,4.3,26.4
154,592,3.5,32.1,430,4.2,26.5
155,686,3.2,33.8,639,4.1,26.7
156,851,3,35,771,4,26.8
157,835,2.8,35.8,860,4,26.9
158,802,2.6,36,783,3.9,26.8
159,534,2.5,35.6,793,3.9,26.8
160,379,2.5,34.7,635,4,26.8
161,236,2,33.1,443,4.1,26.8
162,59,1.3,30.6,234,4.3,26.8
163,0,1.4,29.6,28,4.4,26.7
164,0,1.5,28.9,0,4.6,26.7
165,0,1.6,28.2,0,4.7,26.6
166,0,1.5,27.6,0,4.8,26.6
167,0,1.3,27,0,4.9,26.5
168,0,1.2,26.4,0,5.1,26.4
169,0,1.3,25.9,0,5.2,26.4
170,0,1.5,25.4,0,5.3,26.3
171,0,1.6,24.9,0,5.4,26.3
172,0,1.6,24.5,0,5.5,26.3
173,0,1.6,24.1,0,5.5,26.3
174,0,1.5,23.7,0,5.5,26.3
175,28,2.4,25,0,5.5,26.4
176,222,3.5,27.1,19,5.4,26.4
177,380,3.7,29.1,214,5.3,26.4
178,581,3.6,30.9,441,5.3,26.5
179,807,3.4,32.3,636,5.2,26.5
180,912,3.2,33.5,780,5.1,26.5
181,921,2.9,34.2,858,5,26.4
182,855,2.6,34.5,854,4.7,26.4
183,717,2.4,34.4,461,4.5,26.4
184,498,2.3,33.8,616,4.4,26.4
185,292,1.8,32.4,442,4.3,26.5
186,60,1,29.5,231,4.3,26.5
187,0,1,28.2,29,4.4,26.5
188,0,1.1,27.5,0,4.6,26.6
189,0,1.2,26.9,0,4.7,26.6
190,0,1.2,26.4,0,4.9,26.6
191,0,1.1,25.8,0,5,26.5
192,0,1,25.3,0,5.2,26.5
193,0,1,24.8,0,5.2,26.4
194,0,1.1,24.6,0,5.2,26.3
195,0,1.2,24.4,0,5.3,26.2
196,0,1.4,24.3,0,5.4,26.2
197,0,1.4,24.1,0,5.4,26.2
198,0,1.3,23.8,0,5.3,26.3
199,20,2.2,24.9,0,5.2,26.4
200,226,3.2,27.2,18,5.2,26.5
201,392,3.3,29.5,206,5.1,26.5
202,619,3,31.6,404,4.9,26.5
203,826,2.5,33.3,630,4.9,26.6
204,904,2.1,34.4,775,4.9,26.6
205,897,1.7,35,854,4.9,26.7
206,832,1.4,35.1,858,4.9,26.7
207,701,1.1,34.7,788,4.9,26.8
208,507,0.9,34,651,4.9,26.8
209,279,0.7,32.8,434,4.8,26.8
210,63,0.3,31.1,42,4.6,26.7
211,0,0.3,30.3,8,4.6,26.7
212,0,0.3,29.6,0,4.5,26.6
213,0,0.4,29,0,4.5,26.5
214,0,0.5,28.4,0,4.3,26.4
215,0,0.6,27.7,0,4.3,26.4
216,0,0.7,27.2,0,4.4,26.3
217,0,0.7,26.7,0,4.4,26.2
218,0,0.8,26.3,0,4.5,26.2
219,0,0.9,26,0,4.7,26.1
220,0,1,25.6,0,5,26.1
221,0,1.1,25.3,0,5.2,26.1
222,0,1.1,24.8,0,5.3,26.1
223,26,1.8,25.7,0,5.4,26.1
224,233,2.7,27.8,18,5.4,26.1
225,468,3,30,207,5.4,26.1
226,676,2.8,32,415,5.3,26.1
227,830,2.6,33.8,629,5.3,26.1
228,914,2.3,35.1,776,5.3,26.1
229,922,2.1,35.9,855,5.3,26.1
230,856,2,36.2,741,5.3,26.1
231,719,1.9,35.9,711,5.3,26.1
232,524,1.8,35.2,633,5.4,26.1
233,294,1.4,33.7,464,5.4,26.1
234,72,0.8,30.8,240,5.4,26.1
235,0,0.9,29.4,36,5.4,26.1
236,0,0.9,28.6,0,5.4,26.1
237,0,0.9,27.9,0,5.3,26.1
238,0,0.9,27.2,0,5.1,26.1
239,0,0.9,26.6,0,5,26.1
240,0,0.8,26,0,4.8,26
241,0,0.7,25.5,0,4.8,25.9
242,0,0.7,25,0,4.9,25.9
243,0,0.7,24.5,0,5,25.8
244,0,0.7,24.2,0,5.2,25.7
245,0,0.6,23.9,0,5.2,25.8
246,0,0.6,23.7,0,5.1,25.8
247,27,1.5,25.1,0,5.1,25.9
248,233,2.4,27.9,18,5,25.9
249,467,2.7,30.6,177,4.8,26
250,673,2.7,32.9,442,4.8,26.2
251,830,2.5,34.5,643,4.8,26.2
252,915,2.2,35.5,792,4.9,26.3
253,923,1.9,36.1,855,5,26.3
254,856,1.7,36.1,879,4.9,26.3
255,719,1.6,35.6,810,5,26.4
256,525,1.6,34.8,673,5.1,26.4
257,296,1.3,33.5,479,5.2,26.4
258,73,0.8,30.9,251,5.2,26.4
259,0,0.9,29.6,40,5.2,26.4
260,0,1,28.9,0,5.3,26.4
261,0,1,28.2,0,5.4,26.4
262,0,0.9,27.5,0,5.3,26.4
263,0,0.8,26.9,0,5.1,26.4
264,0,0.7,26.4,0,4.8,26.3
265,0,0.7,25.9,0,4.6,26.3
266,0,0.7,25.5,0,4.5,26.2
267,0,0.7,25.1,0,4.4,26.1
268,0,0.9,24.9,0,4.4,26.1
269,0,1.2,24.8,0,4.4,26
270,0,1.4,24.7,0,4.4,26
271,24,2.1,25.8,0,4.4,26
272,221,2.8,27.8,18,4.4,26.1
273,451,3.1,30,211,4.4,26.1
274,655,3.1,31.9,442,4.4,26.2
275,818,2.9,33.5,644,4.6,26.3
276,902,2.6,34.6,793,4.8,26.3
277,910,2.4,35.3,874,5,26.3
278,846,2.1,35.4,875,5.2,26.3
279,710,1.9,35,784,5.3,26.2
280,400,1.7,34.4,588,5.5,26.2
281,66,1.3,33.3,474,5.5,26.2
282,5,0.7,31.2,248,5.5,26.2
283,0,0.6,30.2,23,5.5,26.2
284,0,0.6,29.5,0,5.5,26.3
285,0,0.6,28.8,0,5.4,26.3
286,0,0.6,28.1,0,5.3,26.4
287,0,0.6,27.5,0,5.3,26.4
288,0,0.6,26.9,0,5.4,26.3
289,0,0.5,26.4,0,5.5,26.3
290,0,0.5,25.9,0,5.6,26.2
291,0,0.5,25.5,0,5.6,26.2
292,0,0.8,25,0,5.6,26.1
293,0,0.9,24.5,0,5.6,26.1
294,0,1,24.2,0,5.6,26.1
295,9,2,25.4,0,5.6,26.2
296,84,3.1,27.5,17,5.6,26.2
297,145,3.3,29.6,114,5.7,26.3
298,535,3.2,31.6,440,5.7,26.4
299,674,2.9,33.1,527,5.8,26.5
300,606,2.7,34.2,694,5.8,26.5
301,754,2.5,34.8,866,5.8,26.6
302,857,2.3,34.9,793,5.8,26.6
303,722,2.1,34.6,804,5.9,26.6
304,456,2,34,479,6.2,26.6
305,177,1.5,32.8,466,6.4,26.7
306,48,0.8,30.1,208,6.5,26.7
307,0,0.9,28.8,38,6.6,26.7
308,0,0.9,28,0,6.7,26.7
309,0,0.9,27.3,0,6.8,26.7
310,0,0.9,26.6,0,6.8,26.7
311,0,0.9,25.9,0,6.8,26.6
312,0,0.8,25.3,0,6.9,26.6
313,0,0.8,24.8,0,6.9,26.6
314,0,0.8,24.3,0,6.9,26.6
315,0,0.9,23.8,0,7,26.5
316,0,1,23.4,0,7,26.5
317,0,1.1,23,0,6.9,26.5
318,0,1.1,22.8,0,6.9,26.5
319,7,2,24.2,0,7,26.5
320,104,3.1,26.3,16,7.1,26.6
321,333,3.4,28.6,187,7.2,26.7
322,355,3.2,30.8,430,7.4,26.7
323,432,2.9,32.8,471,7.5,26.8
324,394,2.6,34.2,355,7.6,26.8
325,678,2.3,35.1,407,7.5,26.8
326,630,2,35.4,753,7.4,26.8
327,656,1.9,35.2,742,7.4,26.8
328,345,1.8,34.5,662,7.3,26.8
329,218,1.4,33.2,468,7.2,26.8
330,66,0.8,30.6,244,7.1,26.9
331,0,0.8,29.3,39,7,26.9
332,0,0.9,28.5,0,7.1,26.9
333,0,0.9,27.9,0,7.2,26.9
334,0,0.9,27.2,0,7.1,26.9
335,0,0.9,26.7,0,7.1,26.9
336,0,1,26.1,0,7.1,26.8
337,0,1.1,25.6,0,7,26.8
338,0,1.2,25.1,0,6.9,26.7
339,0,1.3,24.6,0,6.9,26.7
340,0,1.5,24.1,0,7,26.7
341,0,1.5,23.6,0,7.1,26.7
342,0,1.5,23.1,0,7.2,26.7
343,25,2.4,24.5,0,7.3,26.7
344,233,3.4,26.9,12,7.4,26.8
345,469,3.4,29.7,180,7.5,26.8
346,676,3.1,32.1,422,7.5,26.8
347,824,2.7,34.1,597,7.6,26.9
348,908,2.3,35.6,717,7.7,26.9
349,917,2,36.4,860,7.6,26.9
350,863,1.7,36.8,828,7.4,26.9
351,723,1.5,36.5,799,7.3,26.9
352,529,1.5,35.7,664,7.3,26.9
353,300,1.3,34.4,474,7.3,26.9
354,48,0.7,31.6,249,7.3,26.9
355,0,0.9,30.3,42,7.3,26.9
356,0,1,29.5,0,7.3,26.9
357,0,1.1,29,0,7.3,26.9
358,0,1.3,28.4,0,7.3,26.9
359,0,1.3,28,0,7.2,26.8
360,0,1.2,27.6,0,7.1,26.8
361,0,1.1,27.1,0,7,26.7
362,0,1,26.6,0,6.8,26.6
363,0,1.2,26.4,0,6.7,26.5
364,0,1.5,26.1,0,6.6,26.5
365,0,1.5,25.7,0,6.4,26.5
366,0,1.7,25.3,0,6.1,26.6
367,24,2.5,26.3,0,6,26.7
368,224,3.3,28.4,16,6.1,26.8
369,459,3.4,30.7,204,6.1,26.9
370,668,3.1,33,433,6,26.9
371,831,2.8,34.9,616,6.1,26.9
372,919,2.4,36.3,786,6.3,26.9
373,931,2.1,37.2,869,6.6,26.9
374,860,1.8,37.4,879,6.7,26.9
375,686,1.6,37.2,764,6.8,26.9
376,532,1.4,36.3,676,6.8,26.9
377,303,1.2,35.1,484,6.8,26.9
378,78,0.7,33,256,6.8,26.9
379,0,0.7,31.9,44,6.9,26.9
380,0,0.7,31.3,0,6.9,26.8
381,0,0.8,30.8,0,7,26.8
382,0,0.8,30.1,0,7,26.8
383,0,0.7,29.2,0,6.9,26.7
384,0,0.7,28.6,0,6.7,26.6
385,0,0.7,28.1,0,6.5,26.5
386,0,0.7,27.7,0,6.5,26.4
387,0,0.7,27.3,0,6.6,26.3
388,0,0.9,26.7,0,6.7,26.3
389,0,1,26.3,0,6.8,26.3
390,0,1.4,25.9,0,6.9,26.3
391,24,2.4,27,0,6.9,26.3
392,179,2.9,28.8,16,6.9,26.3
393,452,3,30.9,196,6.8,26.4
394,671,2.9,33.1,437,6.6,26.4
395,825,2.8,34.8,640,6.6,26.4
396,912,2.6,36,790,6.7,26.4
397,923,2.4,36.7,860,6.8,26.4
398,849,2.2,36.8,882,6.8,26.4
399,704,1.9,36.3,815,6.8,26.4
400,538,1.7,35.5,680,6.8,26.5
401,301,1.3,34.4,468,6.8,26.5
402,67,0.7,32.5,229,6.8,26.6
403,0,0.6,31.3,46,6.9,26.6
404,0,0.6,30.6,0,6.9,26.7
405,0,0.6,30,0,6.9,26.7
406,0,0.6,29.3,0,6.8,26.7
407,0,0.5,28.7,0,6.7,26.7
408,0,0.3,28.2,0,6.7,26.6
409,0,0.2,27.8,0,6.7,26.5
410,0,0.3,27.4,0,6.7,26.4
411,0,0.6,27,0,6.8,26.4
412,0,1.1,26.8,0,6.8,26.4
413,0,1.6,26.4,0,6.8,26.4
414,0,1.7,26,0,6.8,26.4
415,13,2.5,27,0,6.8,26.5
416,176,3.2,29,15,6.9,26.5
417,420,3.3,31.3,204,6.9,26.6
418,678,3.2,33.4,436,7,26.7
419,747,2.9,35.2,643,6.9,26.8
420,692,2.6,36.6,796,6.8,26.8
421,724,2.3,37.4,883,6.7,26.8
422,620,2.1,37.7,894,6.5,26.8
423,522,1.9,37.5,827,6.4,26.8
424,225,1.7,36.6,689,6.4,26.8
425,143,1.4,35.4,469,6.4,26.8
426,48,0.7,33.2,249,6.5,26.8
427,0,0.7,32.1,47,6.6,26.8
428,0,0.8,31.2,0,6.7,26.7
429,0,0.8,30.5,0,6.8,26.7
430,0,0.7,29.8,0,6.7,26.7
431,0,0.7,29.1,0,6.8,26.6
432,0,0.6,28.4,0,6.9,26.5
433,0,0.5,27.8,0,6.9,26.4
434,0,0.4,27.2,0,6.8,26.4
435,0,0.4,26.7,0,6.7,26.3
436,0,0.5,26.2,0,6.5,26.2
437,0,0.7,25.7,0,6.4,26.2
438,0,0.9,25.3,0,6.3,26.2
439,25,1.8,26.5,0,6.1,26.2
440,232,2.6,28.7,6,6.1,26.2
441,472,2.9,31.3,30,6.1,26.3
442,683,2.8,33.6,365,6.1,26.3
443,841,2.6,35.5,591,6,26.4
444,930,2.3,36.9,772,6,26.5
445,943,2.1,37.7,856,5.9,26.5
446,880,1.9,37.9,890,5.7,26.5
447,744,1.7,37.6,824,5.5,26.5
448,550,1.5,36.7,687,5.2,26.5
449,317,1.4,35.5,493,5,26.5
450,87,0.8,33.4,264,5,26.4
451,0,0.8,32.1,49,5.1,26.5
452,0,0.9,31.4,0,5.4,26.5
453,0,1,30.7,0,5.7,26.6
454,0,0.9,30,0,5.7,26.6
455,0,0.7,29.3,0,5.7,26.6
456,0,0.6,28.6,0,5.7,26.6
457,0,0.5,28,0,5.6,26.6
458,0,0.6,27.5,0,5.5,26.5
459,0,1,27.2,0,5.6,26.4
460,0,1.3,26.7,0,5.7,26.4
461,0,1.5,26.2,0,5.7,26.5
462,0,1.5,25.7,0,5.8,26.5
463,24,2.5,26.9,0,5.9,26.6
464,232,3.2,28.9,12,6,26.6
465,472,3.2,31.2,120,6,26.6
466,684,3,33.5,96,6.1,26.7
467,842,2.6,35.4,257,6.2,26.7
468,931,2.3,36.9,471,6.4,26.7
469,942,2.2,37.7,728,6.6,26.6
470,874,2.1,38,592,6.7,26.6
471,717,2.1,37.5,620,6.7,26.6
472,543,2,36.7,653,6.7,26.5
473,241,1.8,35.4,483,6.8,26.6
474,50,0.9,33.2,258,6.7,26.6
475,0,0.8,31.9,48,6.6,26.6
476,0,0.8,31.1,0,6.6,26.7
477,0,0.7,30.4,0,6.9,26.7
478,0,0.7,29.8,0,7.1,26.6
479,0,0.7,29.2,0,7.4,26.6
480,0,0.6,28.7,0,7.8,26.5
481,0,0.6,28.1,0,8,26.5
482,0,0.7,27.6,0,8.1,26.5
483,0,0.9,27.1,0,8.2,26.5
484,0,1.3,26.5,0,8.2,26.5
485,0,1.6,26,0,8.1,26.5
486,0,1.7,25.7,0,8,26.5
487,22,3,26.6,0,7.9,26.6
488,224,3.9,28.7,14,8,26.6
489,463,3.9,31.1,181,7.9,26.7
490,675,3.8,33.4,335,7.9,26.8
491,838,3.6,35.2,617,7.8,26.9
492,895,3.4,36.5,786,7.7,26.9
493,941,3.2,37.3,871,7.5,26.9
494,875,3,37.5,880,7.4,26.8
495,488,3,37.1,546,7.3,26.7
496,492,3,36.4,584,7.2,26.8
497,319,2.8,35.3,466,7.1,26.8
498,89,1.8,33.1,259,7,26.9
499,0,1.5,31.7,48,6.8,27
500,0,1.4,30.8,0,6.8,27
501,0,1.3,30,0,6.8,27.1
502,0,1.3,29.3,0,6.9,27
503,0,1.2,28.6,0,7,27
504,0,1.1,28,0,7,26.9
505,0,1.1,27.3,0,7.1,26.8
506,0,1.2,26.8,0,7.3,26.7
507,0,1.4,26.3,0,7.5,26.6
508,0,1.4,25.8,0,7.7,26.5
509,0,1.3,25.4,0,8.1,26.5
510,0,1.3,25,0,8.4,26.5
511,22,2.4,26.3,0,8.6,26.6
512,234,3.5,28.4,15,8.8,26.7
513,469,3.6,30.8,204,8.9,26.8
514,693,3.5,33,435,8.9,26.8
515,852,3.3,34.9,642,8.8,26.9
516,945,3.1,36.3,796,8.8,26.9
517,960,2.9,37.2,857,8.6,26.9
518,897,2.8,37.5,799,8.4,26.9
519,760,2.7,37.2,828,8.1,26.9
520,563,2.6,36.4,669,8,26.9
521,327,2.3,35.1,463,8,26.9
522,93,1.3,32.5,268,7.9,26.8
523,0,1.3,31,52,8,26.8
524,0,1.4,30.3,0,8,26.7
525,0,1.5,29.6,0,7.9,26.7
526,0,1.5,29,0,7.8,26.7
527,0,1.5,28.4,0,7.7,26.6
528,0,1.6,27.8,0,7.8,26.6
529,0,1.6,27.2,0,7.9,26.6
530,0,1.7,26.5,0,7.9,26.5
531,0,1.7,25.9,0,8,26.6
532,0,1.6,25.5,0,8.2,26.6
533,0,1.5,25,0,8.4,26.6
534,0,1.5,24.7,0,8.4,26.7
535,22,2.8,26.1,0,8.4,26.7
536,226,3.9,28.3,14,8.3,26.7
537,466,3.9,30.6,186,8,26.8
538,679,3.7,32.8,427,7.7,26.8
539,850,3.4,34.6,632,7.3,26.9
540,940,3.1,35.9,785,7,26.9
541,954,2.8,36.7,869,6.8,26.8
542,828,2.5,37,807,6.7,26.8
543,521,2.4,36.7,749,6.7,26.8
544,328,2.3,35.9,632,6.7,26.8
545,321,2.1,34.6,482,6.9,26.8
546,62,1.3,32.4,254,7,26.8
547,0,1.5,31.3,46,7.1,26.8
548,0,1.7,30.8,0,7.2,26.8
549,0,1.9,30.2,0,7.3,26.8
550,0,2,29.6,0,7.3,26.8
551,0,2.2,29,0,7.3,26.8
552,0,2.1,28.4,0,7.2,26.7
553,0,2.1,27.7,0,7.1,26.6
554,0,2.2,27.2,0,6.9,26.5
555,0,2.5,26.7,0,6.7,26.5
556,0,2.6,26.2,0,6.7,26.5
557,0,2.4,25.7,0,6.6,26.5
558,0,2.2,25.2,0,6.6,26.6
559,24,2.8,26,0,6.5,26.6
560,231,3.6,27.8,11,6.3,26.7
561,473,3.6,29.9,116,6.2,26.7
562,686,3.4,32,282,6.1,26.8
563,844,3.1,34,406,5.9,26.8
564,923,2.7,35.7,691,5.7,26.8
565,833,2.3,36.7,667,5.6,26.8
566,755,2,37,628,5.6,26.8
567,658,1.8,36.9,572,5.7,26.8
568,550,1.7,36.2,426,5.8,26.8
569,297,1.6,35,473,6.1,26.8
570,64,0.8,32.6,238,6.4,26.8
571,0,0.9,31.3,46,6.7,26.8
572,0,1.1,30.6,0,6.9,26.9
573,0,1.2,30,0,6.9,26.9
574,0,1.3,29.5,0,6.8,26.9
575,0,1.3,29,0,6.7,26.9
576,0,1.4,28.5,0,6.5,26.9
577,0,1.3,27.9,0,6.5,26.8
578,0,1.4,27.4,0,6.4,26.8
579,0,1.6,27.1,0,6.4,26.8
580,0,1.6,26.7,0,6.4,26.8
581,0,1.9,26.2,0,6.5,26.8
582,0,2,25.9,0,6.8,26.8
583,23,2.9,26.8,0,7.1,26.8
584,228,3.5,28.6,13,7.3,26.9
585,469,3.4,31,196,7.4,26.9
586,683,3.2,33.3,430,7.6,26.9
587,848,3,35.3,631,7.6,27
588,939,2.8,36.8,787,7.4,27
589,954,2.6,37.6,876,7.1,27
590,887,2.5,38,889,6.8,26.9
591,753,2.5,37.7,825,6.6,26.9
592,561,2.4,36.9,673,6.4,26.8
593,329,2.3,35.7,459,6.4,26.8
594,96,1.3,33.2,271,6.4,26.8
595,0,1.4,31.8,55,6.5,26.8
596,0,1.6,31,0,6.7,26.9
597,0,1.8,30.3,0,6.8,26.9
598,0,1.8,29.5,0,7,26.9
599,0,1.6,28.7,0,7.1,26.8
600,0,1.4,28.1,0,7.1,26.7
601,0,1.4,27.5,0,7,26.6
602,0,2,27.2,0,6.9,26.6
603,0,2.1,26.6,0,6.8,26.5
604,0,2.1,26,0,6.7,26.5
605,0,1.8,25.3,0,6.6,26.5
606,0,1.7,24.8,0,6.5,26.5
607,23,2.9,25.9,0,6.6,26.4
608,232,3.5,28.1,13,6.8,26.5
609,475,3.3,30.8,66,6.8,26.5
610,691,2.9,33.4,206,6.7,26.6
611,848,2.5,35.4,602,6.5,26.6
612,942,2.2,36.9,789,6.3,26.6
613,936,2.1,37.8,877,6,26.7
614,897,2,38.2,889,5.6,26.7
615,763,1.9,38,825,5.4,26.7
616,568,1.8,37.3,690,5.5,26.7
617,333,1.7,35.9,497,5.6,26.8
618,97,0.9,33.1,254,5.7,26.8
619,0,1,31.6,55,5.8,26.8
620,0,1.2,30.8,0,5.9,26.8
621,0,1.4,30.2,0,6,26.8
622,0,1.5,29.6,0,6,26.8
623,0,1.4,28.9,0,5.8,26.8
624,0,1.3,28.2,0,5.7,26.8
625,0,1.3,27.7,0,5.6,26.7
626,0,1.3,27.1,0,5.5,26.7
627,0,1.3,26.5,0,5.5,26.6
628,0,1.5,25.9,0,5.5,26.5
629,0,1.5,25.4,0,5.5,26.5
630,0,1.6,25,0,5.5,26.5
631,23,2.9,26.2,0,5.5,26.6
632,231,3.7,28.4,14,5.4,26.6
633,475,3.4,31.1,200,5.3,26.6
634,690,2.9,33.7,433,5.1,26.7
635,852,2.3,35.9,604,4.8,26.7
636,944,1.9,37.5,792,4.4,26.7
637,959,1.6,38.5,792,4.1,26.7
638,818,1.5,38.9,880,3.8,26.7
639,757,1.5,38.7,720,3.5,26.7
640,563,1.4,37.9,697,3.3,26.6
641,330,1.4,36.6,505,3,26.6
642,96,0.7,33.9,276,2.7,26.6
643,0,0.8,32.4,58,2.4,26.6
644,0,0.9,31.7,0,2.2,26.6
645,0,1,31,0,2,26.6
646,0,1.1,30.3,0,2.1,26.6
647,0,1.2,29.6,0,2.4,26.5
648,0,1.2,29,0,2.8,26.4
649,0,1.2,28.3,0,3.1,26.4
650,0,1.2,27.8,0,3.3,26.3
651,0,1.3,27.5,0,3.6,26.2
652,0,1.3,26.9,0,3.8,26.2
653,0,1.3,26.4,0,3.9,26.1
654,0,1.3,26.1,0,3.9,26.1
655,21,2.5,27.1,0,3.9,26.2
