T,FK-3kW,FX-400,FX-1000
4365,0.815,0.3125,0.726087
4366,0.815,0.3125,0.726087
4367,0.6275,0.3125,0.6934785
4368,0.6275,0.2960935,0.6608695
4369,0.6275,0.282812,0.6608695
4370,0.6275,0.282812,0.626087
4371,0.6275,0.270312,0.5956525
4372,0.6275,0.282812,0.626087
4373,0.6275,0.282812,0.626087
4374,0.6275,0.282812,0.6608695
4375,0.6275,0.2960935,0.6608695
4376,0.6275,0.2960935,0.6608695
4377,0.6275,0.2960935,0.6608695
4378,0.6275,0.2960935,0.6608695
4379,0.6275,0.282812,0.6608695
4380,0.6275,0.282812,0.626087
4381,0.6275,0.270312,0.5956525
4382,0.4705,0.270312,0.5673915
4383,0.4705,0.270312,0.5673915
4384,0.6275,0.270312,0.5956525
4385,0.6275,0.282812,0.626087
4386,0.6275,0.2960935,0.6608695
4387,0.6275,0.3125,0.6934785
4388,0.815,0.3125,0.726087
4389,0.815,0.3289065,0.7565215
4390,0.815,0.3289065,0.7869565
4391,0.992,0.3414065,0.7869565
4392,0.992,0.3414065,0.7869565
4393,0.992,0.3414065,0.7869565
4394,0.992,0.3414065,0.7869565
4395,0.992,0.3414065,0.8195655
4396,0.992,0.3414065,0.8195655
4397,0.992,0.3414065,0.8195655
4398,0.992,0.3414065,0.8195655
4399,0.992,0.3414065,0.8195655
4400,0.992,0.3414065,0.7869565
4401,0.992,0.3414065,0.7869565
4402,0.992,0.3414065,0.7869565
4403,0.815,0.3289065,0.7869565
4404,0.992,0.3414065,0.7869565
4405,0.992,0.3414065,0.7869565
4406,0.992,0.3414065,0.7869565
4407,0.992,0.3414065,0.8195655
4408,0.992,0.3539065,0.8195655
4409,0.992,0.3539065,0.8195655
4410,0.992,0.3539065,0.8195655
4411,0.992,0.3414065,0.8195655
4412,0.992,0.3414065,0.7869565
4413,0.992,0.3414065,0.7869565
4414,0.992,0.3414065,0.8195655
4415,0.992,0.3414065,0.7869565
4416,0.815,0.3289065,0.7869565
4417,0.815,0.3289065,0.7565215
4418,0.815,0.3125,0.726087
4419,0.815,0.3125,0.726087
4420,0.815,0.3125,0.726087
4421,0.815,0.3125,0.726087
4422,0.815,0.3289065,0.7869565
4423,0.992,0.3414065,0.7869565
4424,0.992,0.3414065,0.8195655
4425,0.992,0.3414065,0.8195655
4426,0.992,0.3414065,0.7869565
4427,0.815,0.3289065,0.7869565
4428,0.815,0.3125,0.726087
4429,0.6275,0.3125,0.6934785
4430,0.6275,0.282812,0.626087
4431,0.6275,0.270312,0.5956525
4432,0.6275,0.270312,0.5956525
4433,0.4705,0.270312,0.5673915
4434,0.4705,0.270312,0.5673915
4435,0.4705,0.25625,0.530435
4436,0.4705,0.2414065,0.4978265
4437,0.3715,0.2414065,0.4739135
4438,0.3715,0.228125,0.4478265
4439,0.3715,0.228125,0.4478265
4440,0.3715,0.228125,0.4173915
4441,0.3715,0.228125,0.4173915
4442,0.3715,0.228125,0.4173915
4443,0.3715,0.2414065,0.4739135
4444,0.4705,0.25625,0.5673915
4445,0.6275,0.270312,0.5956525
4446,0.6275,0.282812,0.6608695
4447,0.6275,0.3125,0.6934785
4448,0.815,0.3125,0.726087
4449,0.815,0.3289065,0.7565215
4450,0.815,0.3125,0.726087
4451,0.6275,0.3125,0.6934785
4452,0.6275,0.282812,0.626087
4453,0.4705,0.25625,0.530435
4454,0.3715,0.228125,0.4478265
4455,0.3715,0.215625,0.3847825
4456,0.3715,0.215625,0.3847825
4457,0.3715,0.228125,0.4173915
4458,0.3715,0.228125,0.4478265
4459,0.4705,0.2414065,0.4978265
4460,0.4705,0.25625,0.530435
4461,0.4705,0.25625,0.5673915
4462,0.4705,0.270312,0.5673915
4463,0.6275,0.270312,0.5956525
4464,0.6275,0.282812,0.626087
4465,0.6275,0.282812,0.6608695
4466,0.6275,0.282812,0.6608695
4467,0.6275,0.282812,0.6608695
4468,0.6275,0.282812,0.6608695
4469,0.6275,0.282812,0.626087
4470,0.6275,0.270312,0.5956525
4471,0.4705,0.270312,0.5673915
4472,0.4705,0.25625,0.5673915
4473,0.4705,0.25625,0.530435
4474,0.4705,0.2414065,0.4978265
4475,0.3715,0.228125,0.4173915
4476,0.2895,0.215625,0.3847825
4477,0.2895,0.2015625,0.3282605
4478,0.208,0.175,0.2717395
4479,0.208,0.175,0.2456525
4480,0.208,0.175,0.2456525
4481,0.208,0.175,0.2717395
4482,0.2895,0.1875,0.3
4483,0.2895,0.2015625,0.3282605
4484,0.2895,0.215625,0.3847825
4485,0.3715,0.215625,0.3847825
4486,0.3715,0.228125,0.4173915
4487,0.3715,0.228125,0.4478265
4488,0.3715,0.2414065,0.4739135
4489,0.3715,0.2414065,0.4739135
4490,0.3715,0.228125,0.4478265
4491,0.3715,0.228125,0.4173915
4492,0.3715,0.215625,0.3847825
4493,0.3715,0.215625,0.3847825
4494,0.3715,0.228125,0.4478265
4495,0.4705,0.2414065,0.4978265
4496,0.4705,0.270312,0.5673915
4497,0.6275,0.282812,0.626087
4498,0.6275,0.282812,0.6608695
4499,0.6275,0.282812,0.626087
4500,0.4705,0.25625,0.5673915
4501,0.4705,0.2414065,0.4978265
4502,0.3715,0.228125,0.4478265
4503,0.3715,0.228125,0.4478265
4504,0.4705,0.2414065,0.4978265
4505,0.4705,0.25625,0.5673915
4506,0.4705,0.270312,0.5673915
4507,0.4705,0.270312,0.5673915
4508,0.4705,0.270312,0.5673915
4509,0.4705,0.270312,0.5673915
4510,0.6275,0.270312,0.5956525
4511,0.6275,0.282812,0.626087
4512,0.6275,0.282812,0.626087
4513,0.6275,0.282812,0.6608695
4514,0.6275,0.282812,0.6608695
4515,0.6275,0.282812,0.6608695
4516,0.6275,0.270312,0.5956525
4517,0.4705,0.270312,0.5673915
4518,0.4705,0.25625,0.5673915
4519,0.4705,0.270312,0.5673915
4520,0.6275,0.282812,0.626087
4521,0.6275,0.282812,0.6608695
4522,0.6275,0.2960935,0.6608695
4523,0.6275,0.2960935,0.6608695
4524,0.6275,0.270312,0.5956525
4525,0.4705,0.2414065,0.4978265
4526,0.2895,0.215625,0.3847825
4527,0.2895,0.1875,0.3
4528,0.208,0.163281,0.2217395
4529,0.208,0.150781,0.204348
4530,0.208,0.163281,0.2217395
4531,0.208,0.175,0.2456525
4532,0.2895,0.1875,0.3
4533,0.2895,0.2015625,0.3282605
4534,0.2895,0.215625,0.3847825
4535,0.3715,0.215625,0.3847825
4536,0.2895,0.215625,0.3847825
4537,0.2895,0.2015625,0.3565215
4538,0.2895,0.215625,0.3847825
4539,0.3715,0.215625,0.3847825
4540,0.3715,0.228125,0.4173915
4541,0.3715,0.2414065,0.4739135
4542,0.4705,0.25625,0.530435
4543,0.4705,0.25625,0.5673915
4544,0.4705,0.25625,0.5673915
4545,0.4705,0.25625,0.5673915
4546,0.4705,0.25625,0.530435
4547,0.4705,0.2414065,0.4978265
4548,0.3715,0.2414065,0.4739135
4549,0.3715,0.228125,0.4478265
4550,0.3715,0.228125,0.4173915
4551,0.3715,0.215625,0.3847825
4552,0.2895,0.215625,0.3847825
4553,0.2895,0.2015625,0.3565215
4554,0.2895,0.215625,0.3847825
4555,0.3715,0.215625,0.3847825
4556,0.3715,0.215625,0.3847825
4557,0.3715,0.215625,0.3847825
4558,0.3715,0.228125,0.4173915
4559,0.3715,0.228125,0.4478265
4560,0.3715,0.2414065,0.4739135
4561,0.3715,0.2414065,0.4739135
4562,0.3715,0.2414065,0.4739135
4563,0.3715,0.2414065,0.4739135
4564,0.4705,0.2414065,0.4978265
4565,0.3715,0.2414065,0.4739135
4566,0.3715,0.2414065,0.4739135
4567,0.4705,0.2414065,0.4978265
4568,0.4705,0.25625,0.5673915
4569,0.4705,0.25625,0.5673915
4570,0.4705,0.25625,0.5673915
4571,0.4705,0.25625,0.530435
4572,0.3715,0.2414065,0.4739135
4573,0.3715,0.228125,0.4173915
4574,0.2895,0.215625,0.3847825
4575,0.2895,0.2015625,0.3565215
4576,0.2895,0.2015625,0.3282605
4577,0.2895,0.2015625,0.3565215
4578,0.2895,0.215625,0.3847825
4579,0.2895,0.215625,0.3847825
4580,0.3715,0.215625,0.3847825
4581,0.3715,0.215625,0.3847825
4582,0.3715,0.215625,0.3847825
4583,0.3715,0.228125,0.4173915
4584,0.3715,0.2414065,0.4739135
4585,0.4705,0.25625,0.5673915
4586,0.6275,0.282812,0.6608695
4587,0.815,0.3289065,0.7565215
4588,0.992,0.3539065,0.8195655
4589,1.1965,0.364844,0.85
4590,0.992,0.3539065,0.85
4591,0.992,0.3414065,0.8195655
4592,0.815,0.3289065,0.7565215
4593,0.6275,0.3125,0.6934785
4594,0.6275,0.282812,0.626087
4595,0.6275,0.270312,0.5956525
4596,0.6275,0.270312,0.5956525
4597,0.6275,0.270312,0.5956525
4598,0.6275,0.282812,0.626087
4599,0.6275,0.282812,0.626087
4600,0.6275,0.282812,0.626087
4601,0.6275,0.270312,0.5956525
4602,0.6275,0.282812,0.626087
4603,0.6275,0.282812,0.626087
4604,0.6275,0.282812,0.626087
4605,0.6275,0.270312,0.5956525
4606,0.4705,0.270312,0.5673915
4607,0.4705,0.270312,0.5673915
4608,0.4705,0.270312,0.5673915
4609,0.4705,0.270312,0.5673915
4610,0.6275,0.282812,0.626087
4611,0.6275,0.2960935,0.6608695
4612,0.815,0.3125,0.726087
4613,0.815,0.3289065,0.7565215
4614,0.815,0.3289065,0.7869565
4615,0.992,0.3414065,0.8195655
4616,0.992,0.3414065,0.8195655
4617,0.992,0.3414065,0.7869565
4618,0.815,0.3289065,0.7565215
4619,0.815,0.3125,0.726087
4620,0.6275,0.282812,0.6608695
4621,0.4705,0.270312,0.5673915
4622,0.4705,0.25625,0.530435
4623,0.3715,0.2414065,0.4739135
4624,0.3715,0.228125,0.4478265
4625,0.3715,0.215625,0.3847825
4626,0.3715,0.215625,0.3847825
4627,0.2895,0.215625,0.3847825
4628,0.3715,0.215625,0.3847825
4629,0.3715,0.215625,0.3847825
4630,0.3715,0.228125,0.4173915
4631,0.3715,0.228125,0.4173915
4632,0.3715,0.228125,0.4173915
4633,0.3715,0.228125,0.4478265
4634,0.4705,0.25625,0.530435
4635,0.4705,0.270312,0.5673915
4636,0.6275,0.270312,0.5956525
4637,0.6275,0.282812,0.6608695
4638,0.6275,0.2960935,0.6608695
4639,0.6275,0.3125,0.6934785
4640,0.815,0.3125,0.726087
4641,0.815,0.3289065,0.7565215
4642,0.992,0.3414065,0.7869565
4643,0.992,0.3414065,0.8195655
4644,0.815,0.3289065,0.7869565
4645,0.6275,0.2960935,0.6608695
4646,0.4705,0.2414065,0.4978265
4647,0.2895,0.215625,0.3847825
4648,0.2895,0.2015625,0.3282605
4649,0.2895,0.1875,0.3
4650,0.2895,0.2015625,0.3282605
4651,0.2895,0.2015625,0.3565215
4652,0.2895,0.215625,0.3847825
4653,0.3715,0.215625,0.3847825
4654,0.3715,0.228125,0.4173915
4655,0.3715,0.228125,0.4478265
4656,0.3715,0.228125,0.4478265
4657,0.3715,0.228125,0.4173915
4658,0.3715,0.228125,0.4173915
4659,0.3715,0.215625,0.3847825
4660,0.3715,0.228125,0.4173915
4661,0.3715,0.228125,0.4478265
4662,0.4705,0.25625,0.530435
4663,0.4705,0.270312,0.5673915
4664,0.4705,0.270312,0.5673915
4665,0.4705,0.270312,0.5673915
4666,0.4705,0.25625,0.5673915
4667,0.4705,0.25625,0.530435
4668,0.4705,0.2414065,0.4978265
4669,0.3715,0.228125,0.4478265
4670,0.3715,0.228125,0.4173915
4671,0.3715,0.215625,0.3847825
4672,0.2895,0.2015625,0.3565215
4673,0.2895,0.215625,0.3847825
4674,0.3715,0.228125,0.4173915
4675,0.4705,0.2414065,0.4978265
4676,0.6275,0.282812,0.626087
4677,0.6275,0.3125,0.6934785
4678,0.815,0.3125,0.726087
4679,0.815,0.3125,0.726087
4680,0.815,0.3125,0.726087
4681,0.6275,0.3125,0.6934785
4682,0.6275,0.2960935,0.6608695
4683,0.6275,0.282812,0.6608695
4684,0.6275,0.270312,0.5956525
4685,0.4705,0.270312,0.5673915
4686,0.4705,0.25625,0.530435
4687,0.4705,0.2414065,0.4978265
4688,0.4705,0.2414065,0.4978265
4689,0.4705,0.2414065,0.4978265
4690,0.4705,0.25625,0.530435
4691,0.4705,0.2414065,0.4978265
4692,0.3715,0.228125,0.4478265
4693,0.3715,0.228125,0.4173915
4694,0.3715,0.228125,0.4173915
4695,0.3715,0.228125,0.4173915
4696,0.3715,0.228125,0.4478265
4697,0.4705,0.2414065,0.4978265
4698,0.4705,0.270312,0.5673915
4699,0.6275,0.282812,0.626087
4700,0.6275,0.3125,0.6934785
4701,0.815,0.3289065,0.7565215
4702,0.992,0.3414065,0.7869565
4703,0.992,0.3539065,0.8195655
4704,0.992,0.3539065,0.85
4705,0.992,0.3539065,0.8195655
4706,0.992,0.3539065,0.85
4707,0.992,0.3539065,0.85
4708,1.1965,0.364844,0.85
4709,1.1965,0.364844,0.85
4710,0.992,0.3539065,0.85
4711,0.992,0.3414065,0.8195655
4712,0.815,0.3289065,0.7565215
4713,0.6275,0.2960935,0.6608695
4714,0.4705,0.270312,0.5673915
4715,0.4705,0.2414065,0.4978265
4716,0.3715,0.228125,0.4478265
4717,0.3715,0.215625,0.3847825
4718,0.2895,0.215625,0.3847825
4719,0.2895,0.2015625,0.3565215
4720,0.2895,0.2015625,0.3565215
4721,0.2895,0.2015625,0.3282605
4722,0.2895,0.1875,0.3
4723,0.2895,0.1875,0.3
4724,0.208,0.175,0.2456525
4725,0.208,0.163281,0.2217395
4726,0.208,0.150781,0.204348
4727,0.208,0.163281,0.2217395
4728,0.208,0.163281,0.2456525
4729,0.208,0.175,0.2456525
4730,0.208,0.175,0.2456525
4731,0.208,0.175,0.2456525
4732,0.208,0.175,0.2456525
4733,0.2895,0.1875,0.3
4734,0.2895,0.2015625,0.3282605
4735,0.3715,0.215625,0.3847825
4736,0.3715,0.228125,0.4478265
4737,0.3715,0.2414065,0.4739135
4738,0.4705,0.2414065,0.4978265
4739,0.4705,0.2414065,0.4978265
4740,0.3715,0.2414065,0.4739135
4741,0.3715,0.228125,0.4478265
4742,0.3715,0.228125,0.4478265
4743,0.3715,0.228125,0.4478265
4744,0.3715,0.228125,0.4478265
4745,0.4705,0.2414065,0.4978265
4746,0.6275,0.270312,0.5956525
4747,0.6275,0.3125,0.6934785
4748,0.815,0.3289065,0.7869565
4749,0.992,0.3539065,0.85
4750,1.1965,0.364844,0.873913
4751,1.1965,0.374219,0.873913
4752,1.1965,0.364844,0.873913
4753,1.1965,0.364844,0.85
4754,0.992,0.3539065,0.85
4755,0.992,0.3539065,0.85
4756,0.992,0.3539065,0.8195655
4757,0.992,0.3539065,0.8195655
4758,0.992,0.3414065,0.8195655
4759,0.992,0.3414065,0.8195655
4760,0.992,0.3414065,0.8195655
4761,0.992,0.3414065,0.7869565
4762,0.992,0.3414065,0.7869565
4763,0.815,0.3289065,0.7869565
4764,0.815,0.3125,0.726087
4765,0.6275,0.3125,0.6934785
4766,0.6275,0.282812,0.6608695
4767,0.6275,0.270312,0.5956525
4768,0.4705,0.25625,0.5673915
4769,0.4705,0.25625,0.530435
4770,0.4705,0.2414065,0.4978265
4771,0.4705,0.2414065,0.4978265
4772,0.4705,0.2414065,0.4978265
4773,0.4705,0.25625,0.530435
4774,0.4705,0.25625,0.5673915
4775,0.6275,0.270312,0.5956525
4776,0.6275,0.282812,0.626087
4777,0.6275,0.282812,0.6608695
4778,0.6275,0.2960935,0.6608695
4779,0.6275,0.3125,0.6934785
4780,0.815,0.3125,0.726087
4781,0.815,0.3125,0.726087
4782,0.815,0.3289065,0.7565215
4783,0.815,0.3289065,0.7565215
4784,0.815,0.3125,0.726087
4785,0.815,0.3125,0.726087
4786,0.6275,0.282812,0.6608695
4787,0.4705,0.270312,0.5673915
4788,0.4705,0.2414065,0.4978265
4789,0.3715,0.228125,0.4173915
4790,0.2895,0.2015625,0.3565215
4791,0.2895,0.1875,0.3
4792,0.208,0.175,0.2717395
4793,0.208,0.163281,0.2456525
4794,0.208,0.150781,0.204348
4795,0.208,0.150781,0.204348
4796,0.208,0.150781,0.204348
4797,0.208,0.163281,0.2217395
4798,0.208,0.163281,0.2217395
4799,0.208,0.175,0.2717395
4800,0.2895,0.2015625,0.3565215
4801,0.3715,0.228125,0.4478265
4802,0.4705,0.25625,0.530435
4803,0.6275,0.270312,0.5956525
4804,0.6275,0.282812,0.6608695
4805,0.6275,0.2960935,0.6608695
4806,0.6275,0.2960935,0.6608695
4807,0.6275,0.2960935,0.6608695
4808,0.6275,0.2960935,0.6608695
4809,0.6275,0.282812,0.6608695
4810,0.6275,0.282812,0.626087
4811,0.4705,0.270312,0.5673915
4812,0.4705,0.2414065,0.4978265
4813,0.3715,0.2414065,0.4739135
4814,0.3715,0.2414065,0.4739135
4815,0.3715,0.2414065,0.4739135
4816,0.4705,0.25625,0.530435
4817,0.4705,0.270312,0.5673915
4818,0.6275,0.282812,0.6608695
4819,0.6275,0.3125,0.6934785
4820,0.815,0.3125,0.726087
4821,0.815,0.3125,0.726087
4822,0.6275,0.3125,0.6934785
4823,0.815,0.3125,0.726087
4824,0.815,0.3289065,0.7565215
4825,0.815,0.3289065,0.7869565
4826,0.992,0.3414065,0.7869565
4827,0.992,0.3414065,0.8195655
4828,0.992,0.3414065,0.8195655
4829,0.992,0.3414065,0.8195655
4830,0.992,0.3414065,0.7869565
4831,0.992,0.3414065,0.7869565
4832,0.992,0.3414065,0.7869565
4833,0.815,0.3289065,0.7565215
4834,0.815,0.3125,0.726087
4835,0.6275,0.2960935,0.6608695
4836,0.6275,0.282812,0.626087
4837,0.4705,0.270312,0.5673915
4838,0.4705,0.25625,0.5673915
4839,0.4705,0.2414065,0.4978265
4840,0.3715,0.228125,0.4478265
4841,0.3715,0.228125,0.4173915
4842,0.3715,0.215625,0.3847825
4843,0.3715,0.228125,0.4173915
4844,0.3715,0.2414065,0.4739135
4845,0.4705,0.25625,0.5673915
4846,0.6275,0.270312,0.5956525
4847,0.4705,0.25625,0.5673915
4848,0.4705,0.25625,0.530435
4849,0.3715,0.2414065,0.4739135
4850,0.3715,0.228125,0.4478265
4851,0.3715,0.228125,0.4478265
4852,0.3715,0.228125,0.4173915
4853,0.3715,0.228125,0.4173915
4854,0.3715,0.228125,0.4173915
4855,0.3715,0.2414065,0.4739135
4856,0.4705,0.2414065,0.4978265
4857,0.4705,0.25625,0.530435
4858,0.4705,0.25625,0.530435
4859,0.4705,0.2414065,0.4978265
4860,0.3715,0.228125,0.4478265
4861,0.3715,0.215625,0.3847825
4862,0.2895,0.2015625,0.3565215
4863,0.2895,0.2015625,0.3565215
4864,0.2895,0.1875,0.3
4865,0.2895,0.1875,0.3
4866,0.2895,0.2015625,0.3282605
4867,0.2895,0.2015625,0.3282605
4868,0.2895,0.2015625,0.3282605
4869,0.2895,0.1875,0.3
4870,0.2895,0.1875,0.3
4871,0.2895,0.2015625,0.3282605
4872,0.2895,0.2015625,0.3282605
4873,0.2895,0.2015625,0.3282605
4874,0.2895,0.2015625,0.3282605
4875,0.2895,0.2015625,0.3565215
4876,0.3715,0.215625,0.3847825
4877,0.3715,0.228125,0.4478265
4878,0.3715,0.2414065,0.4739135
4879,0.3715,0.2414065,0.4739135
4880,0.3715,0.2414065,0.4739135
4881,0.3715,0.228125,0.4478265
4882,0.2895,0.215625,0.3847825
4883,0.2895,0.1875,0.3
4884,0.208,0.163281,0.2217395
4885,0.1435,0.1359375,0.1891305
4886,0.1435,0.121875,0.1695655
4887,0.099,0.100781,0.1326085
4888,0.099,0.088281,0.121739
4889,0.099,0.088281,0.1086955
4890,0.099,0.074219,0.1086955
4891,0.099,0.074219,0.1086955
4892,0.099,0.074219,0.1086955
4893,0.099,0.074219,0.1086955
4894,0.099,0.088281,0.121739
4895,0.099,0.1109375,0.15
4896,0.1435,0.121875,0.1695655
4897,0.1435,0.1359375,0.1891305
4898,0.208,0.163281,0.2217395
4899,0.208,0.175,0.2717395
4900,0.2895,0.1875,0.3
4901,0.2895,0.2015625,0.3565215
4902,0.2895,0.2015625,0.3565215
4903,0.2895,0.2015625,0.3565215
4904,0.2895,0.2015625,0.3282605
4905,0.2895,0.2015625,0.3282605
4906,0.2895,0.2015625,0.3565215
4907,0.2895,0.2015625,0.3565215
4908,0.2895,0.2015625,0.3282605
4909,0.2895,0.1875,0.3
4910,0.208,0.175,0.2717395
4911,0.208,0.163281,0.2456525
4912,0.208,0.150781,0.204348
4913,0.208,0.150781,0.204348
4914,0.208,0.163281,0.2217395
4915,0.208,0.163281,0.2456525
4916,0.208,0.175,0.2456525
4917,0.2895,0.1875,0.3
4918,0.3715,0.215625,0.3847825
4919,0.3715,0.228125,0.4173915
4920,0.2895,0.215625,0.3847825
4921,0.2895,0.1875,0.3
4922,0.2895,0.1875,0.3
4923,0.208,0.175,0.2456525
4924,0.208,0.175,0.2456525
4925,0.2895,0.1875,0.3
4926,0.2895,0.2015625,0.3282605
4927,0.3715,0.215625,0.3847825
4928,0.3715,0.2414065,0.4739135
4929,0.4705,0.25625,0.5673915
4930,0.4705,0.270312,0.5673915
4931,0.4705,0.270312,0.5673915
4932,0.4705,0.25625,0.5673915
4933,0.4705,0.25625,0.530435
4934,0.4705,0.25625,0.530435
4935,0.4705,0.25625,0.530435
4936,0.4705,0.25625,0.530435
4937,0.4705,0.25625,0.530435
4938,0.4705,0.25625,0.530435
4939,0.4705,0.25625,0.5673915
4940,0.4705,0.25625,0.5673915
4941,0.4705,0.270312,0.5673915
4942,0.6275,0.282812,0.626087
4943,0.6275,0.282812,0.6608695
4944,0.6275,0.282812,0.6608695
4945,0.6275,0.282812,0.6608695
4946,0.6275,0.282812,0.6608695
4947,0.6275,0.282812,0.6608695
4948,0.6275,0.282812,0.626087
4949,0.6275,0.270312,0.5956525
4950,0.6275,0.270312,0.5956525
4951,0.6275,0.270312,0.5956525
4952,0.6275,0.282812,0.626087
4953,0.6275,0.282812,0.626087
4954,0.6275,0.282812,0.626087
4955,0.6275,0.270312,0.5956525
4956,0.4705,0.270312,0.5673915
4957,0.4705,0.25625,0.5673915
4958,0.3715,0.2414065,0.4739135
4959,0.3715,0.228125,0.4478265
4960,0.3715,0.228125,0.4478265
4961,0.3715,0.228125,0.4478265
4962,0.3715,0.228125,0.4173915
4963,0.3715,0.215625,0.3847825
4964,0.2895,0.215625,0.3847825
4965,0.2895,0.2015625,0.3565215
4966,0.2895,0.2015625,0.3565215
4967,0.2895,0.2015625,0.3565215
4968,0.2895,0.2015625,0.3565215
4969,0.2895,0.215625,0.3847825
4970,0.2895,0.215625,0.3847825
4971,0.3715,0.215625,0.3847825
4972,0.3715,0.228125,0.4478265
4973,0.4705,0.2414065,0.4978265
4974,0.4705,0.25625,0.5673915
4975,0.4705,0.270312,0.5673915
4976,0.6275,0.270312,0.5956525
4977,0.6275,0.270312,0.5956525
4978,0.6275,0.270312,0.5956525
4979,0.4705,0.270312,0.5673915
4980,0.4705,0.25625,0.530435
4981,0.3715,0.2414065,0.4739135
4982,0.3715,0.228125,0.4173915
4983,0.3715,0.228125,0.4173915
4984,0.4705,0.25625,0.530435
4985,0.6275,0.282812,0.626087
4986,0.815,0.3125,0.726087
4987,0.815,0.3289065,0.7869565
4988,0.815,0.3289065,0.7565215
4989,0.6275,0.3125,0.6934785
4990,0.4705,0.270312,0.5673915
4991,0.4705,0.25625,0.530435
4992,0.4705,0.25625,0.5673915
4993,0.6275,0.270312,0.5956525
4994,0.6275,0.282812,0.6608695
4995,0.815,0.3125,0.726087
4996,0.992,0.3414065,0.8195655
4997,0.992,0.3539065,0.85
4998,0.992,0.3539065,0.85
4999,0.992,0.3539065,0.85
5000,0.992,0.3539065,0.85
5001,0.992,0.3414065,0.8195655
5002,0.992,0.3414065,0.7869565
5003,0.992,0.3414065,0.7869565
5004,0.815,0.3289065,0.7869565
5005,0.815,0.3125,0.726087
5006,0.6275,0.2960935,0.6608695
5007,0.6275,0.282812,0.626087
5008,0.6275,0.270312,0.5956525
5009,0.4705,0.270312,0.5673915
5010,0.4705,0.25625,0.5673915
5011,0.4705,0.25625,0.530435
5012,0.4705,0.2414065,0.4978265
5013,0.3715,0.228125,0.4478265
5014,0.3715,0.215625,0.3847825
5015,0.2895,0.215625,0.3847825
5016,0.3715,0.215625,0.3847825
5017,0.3715,0.228125,0.4173915
5018,0.3715,0.228125,0.4478265
5019,0.4705,0.2414065,0.4978265
5020,0.4705,0.25625,0.5673915
5021,0.4705,0.25625,0.5673915
5022,0.4705,0.25625,0.5673915
5023,0.4705,0.270312,0.5673915
5024,0.4705,0.270312,0.5673915
5025,0.4705,0.25625,0.5673915
5026,0.4705,0.2414065,0.4978265
5027,0.3715,0.228125,0.4478265
5028,0.3715,0.215625,0.3847825
5029,0.2895,0.1875,0.3
5030,0.208,0.175,0.2456525
5031,0.208,0.150781,0.204348
5032,0.1435,0.1359375,0.1891305
5033,0.1435,0.121875,0.1695655
5034,0.099,0.1109375,0.15
5035,0.099,0.100781,0.1326085
5036,0.099,0.1109375,0.15
5037,0.1435,0.121875,0.1695655
5038,0.1435,0.1359375,0.1891305
5039,0.208,0.150781,0.204348
5040,0.208,0.163281,0.2456525
5041,0.208,0.175,0.2717395
5042,0.208,0.175,0.2717395
5043,0.208,0.163281,0.2456525
5044,0.208,0.163281,0.2456525
5045,0.208,0.163281,0.2456525
5046,0.208,0.163281,0.2456525
5047,0.208,0.150781,0.204348
5048,0.1435,0.1359375,0.1891305
5049,0.099,0.1109375,0.15
5050,0.099,0.088281,0.121739
5051,0.099,0.100781,0.1326085
5052,0.099,0.1109375,0.15
5053,0.1435,0.121875,0.1695655
5054,0.1435,0.1359375,0.1891305
5055,0.1435,0.1359375,0.1891305
5056,0.1435,0.121875,0.1695655
5057,0.099,0.100781,0.1326085
5058,0.099,0.088281,0.121739
5059,0.099,0.088281,0.121739
5060,0.099,0.1109375,0.15
5061,0.1435,0.121875,0.1695655
5062,0.1435,0.1359375,0.1891305
5063,0.1435,0.1359375,0.204348
5064,0.1435,0.1359375,0.204348
5065,0.1435,0.121875,0.1695655
5066,0.1435,0.121875,0.1695655
5067,0.099,0.1109375,0.15
5068,0.099,0.1109375,0.15
5069,0.1435,0.121875,0.1695655
5070,0.1435,0.121875,0.1695655
5071,0.1435,0.121875,0.1695655
5072,0.1435,0.121875,0.1695655
5073,0.1435,0.121875,0.1695655
5074,0.1435,0.121875,0.1695655
5075,0.1435,0.121875,0.1695655
5076,0.1435,0.1359375,0.204348
5077,0.208,0.150781,0.204348
5078,0.208,0.150781,0.204348
5079,0.208,0.150781,0.204348
5080,0.1435,0.1359375,0.204348
5081,0.1435,0.121875,0.1695655
5082,0.1435,0.121875,0.1695655
5083,0.099,0.1109375,0.15
5084,0.099,0.100781,0.1326085
5085,0.099,0.100781,0.1326085
5086,0.099,0.088281,0.121739
5087,0.099,0.100781,0.1326085
5088,0.099,0.100781,0.1326085
5089,0.099,0.088281,0.121739
5090,0.099,0.088281,0.121739
5091,0.099,0.1109375,0.15
5092,0.1435,0.121875,0.1695655
5093,0.1435,0.1359375,0.204348
5094,0.1435,0.1359375,0.204348
5095,0.1435,0.1359375,0.204348
5096,0.1435,0.1359375,0.1891305
5097,0.1435,0.121875,0.1695655
5098,0.099,0.100781,0.1326085
5099,0.099,0.088281,0.1086955
5100,0.058,0.074219,0.0913045
5101,0.058,0.074219,0.0913045
5102,0.058,0.061719,0.0913045
5103,0.058,0.061719,0.0913045
5104,0.058,0.061719,0.0913045
5105,0.058,0.074219,0.0913045
5106,0.099,0.074219,0.1086955
5107,0.099,0.088281,0.1086955
5108,0.099,0.088281,0.121739
5109,0.099,0.100781,0.1326085
5110,0.099,0.1109375,0.15
