T,FK-3kW,FX-400,FX-1000
2078,0.3715,0.228125,0.4173915
2079,0.3715,0.228125,0.4478265
2080,0.4705,0.2414065,0.4978265
2081,0.4705,0.25625,0.5673915
2082,0.6275,0.270312,0.5956525
2083,0.6275,0.282812,0.626087
2084,0.6275,0.282812,0.626087
2085,0.6275,0.282812,0.626087
2086,0.6275,0.270312,0.5956525
2087,0.6275,0.282812,0.626087
2088,0.6275,0.282812,0.6608695
2089,0.6275,0.3125,0.6934785
2090,0.815,0.3125,0.726087
2091,0.815,0.3125,0.726087
2092,0.815,0.3125,0.726087
2093,0.6275,0.2960935,0.6608695
2094,0.6275,0.270312,0.5956525
2095,0.4705,0.270312,0.5673915
2096,0.4705,0.25625,0.5673915
2097,0.4705,0.25625,0.5673915
2098,0.4705,0.25625,0.530435
2099,0.4705,0.2414065,0.4978265
2100,0.3715,0.2414065,0.4739135
2101,0.3715,0.228125,0.4478265
2102,0.3715,0.228125,0.4173915
2103,0.3715,0.215625,0.3847825
2104,0.2895,0.215625,0.3847825
2105,0.2895,0.2015625,0.3565215
2106,0.2895,0.2015625,0.3565215
2107,0.2895,0.2015625,0.3565215
2108,0.2895,0.2015625,0.3565215
2109,0.2895,0.2015625,0.3565215
2110,0.2895,0.2015625,0.3565215
2111,0.2895,0.2015625,0.3565215
2112,0.2895,0.2015625,0.3565215
2113,0.2895,0.2015625,0.3565215
2114,0.2895,0.2015625,0.3282605
2115,0.2895,0.1875,0.3
2116,0.2895,0.1875,0.3
2117,0.2895,0.1875,0.3
2118,0.208,0.175,0.2717395
2119,0.208,0.175,0.2456525
2120,0.208,0.175,0.2456525
2121,0.208,0.163281,0.2456525
2122,0.208,0.150781,0.204348
2123,0.1435,0.1359375,0.1891305
2124,0.099,0.1109375,0.15
2125,0.099,0.088281,0.121739
2126,0.099,0.088281,0.1086955
2127,0.099,0.074219,0.1086955
2128,0.099,0.074219,0.1086955
2129,0.099,0.088281,0.1086955
2130,0.099,0.100781,0.1326085
2131,0.099,0.1109375,0.15
2132,0.1435,0.121875,0.1695655
2133,0.1435,0.121875,0.1695655
2134,0.1435,0.1359375,0.1891305
2135,0.1435,0.1359375,0.204348
2136,0.1435,0.1359375,0.204348
2137,0.208,0.150781,0.204348
2138,0.208,0.163281,0.2217395
2139,0.208,0.163281,0.2456525
2140,0.208,0.175,0.2456525
2141,0.208,0.175,0.2456525
2142,0.208,0.163281,0.2456525
2143,0.208,0.163281,0.2217395
2144,0.1435,0.1359375,0.204348
2145,0.1435,0.1359375,0.1891305
2146,0.1435,0.121875,0.1695655
2147,0.099,0.100781,0.1326085
2148,0.099,0.088281,0.1086955
2149,0.058,0.061719,0.0913045
2150,0.058,0.050781,0.0652175
2151,0.0305,0.028125,0.058696
2152,0.0305,0.028125,0.058696
2153,0.0305,0.039062,0.0652175
2154,0.058,0.050781,0.076087
2155,0.058,0.074219,0.0913045
2156,0.099,0.088281,0.1086955
2157,0.099,0.088281,0.121739
2158,0.099,0.1109375,0.15
2159,0.1435,0.121875,0.1695655
2160,0.1435,0.121875,0.1695655
2161,0.099,0.1109375,0.15
2162,0.099,0.100781,0.1326085
2163,0.099,0.100781,0.1326085
2164,0.099,0.1109375,0.15
2165,0.1435,0.121875,0.1695655
2166,0.1435,0.121875,0.1695655
2167,0.1435,0.121875,0.1695655
2168,0.1435,0.121875,0.1695655
2169,0.099,0.1109375,0.15
2170,0.099,0.100781,0.1326085
2171,0.099,0.088281,0.121739
2172,0.099,0.088281,0.1086955
2173,0.099,0.074219,0.1086955
2174,0.099,0.074219,0.1086955
2175,0.058,0.074219,0.0913045
2176,0.058,0.074219,0.0913045
2177,0.099,0.074219,0.1086955
2178,0.099,0.088281,0.121739
2179,0.099,0.1109375,0.15
2180,0.1435,0.121875,0.1695655
2181,0.1435,0.1359375,0.1891305
2182,0.1435,0.1359375,0.204348
2183,0.1435,0.1359375,0.204348
2184,0.208,0.150781,0.204348
2185,0.208,0.163281,0.2217395
2186,0.208,0.163281,0.2456525
2187,0.208,0.175,0.2717395
2188,0.2895,0.2015625,0.3282605
2189,0.2895,0.215625,0.3847825
2190,0.3715,0.228125,0.4173915
2191,0.3715,0.228125,0.4478265
2192,0.3715,0.2414065,0.4739135
2193,0.3715,0.2414065,0.4739135
2194,0.3715,0.2414065,0.4739135
2195,0.3715,0.228125,0.4478265
2196,0.3715,0.228125,0.4478265
2197,0.3715,0.228125,0.4173915
2198,0.3715,0.215625,0.3847825
2199,0.3715,0.215625,0.3847825
2200,0.3715,0.215625,0.3847825
2201,0.3715,0.215625,0.3847825
2202,0.3715,0.215625,0.3847825
2203,0.3715,0.215625,0.3847825
2204,0.3715,0.228125,0.4173915
2205,0.3715,0.2414065,0.4739135
2206,0.3715,0.2414065,0.4739135
2207,0.4705,0.2414065,0.4978265
2208,0.4705,0.25625,0.530435
2209,0.4705,0.270312,0.5673915
2210,0.6275,0.282812,0.626087
2211,0.6275,0.282812,0.6608695
2212,0.6275,0.282812,0.6608695
2213,0.6275,0.270312,0.5956525
2214,0.4705,0.270312,0.5673915
2215,0.4705,0.25625,0.5673915
2216,0.4705,0.25625,0.5673915
2217,0.4705,0.270312,0.5673915
2218,0.4705,0.270312,0.5673915
2219,0.4705,0.270312,0.5673915
2220,0.6275,0.270312,0.5956525
2221,0.6275,0.270312,0.5956525
2222,0.6275,0.282812,0.626087
2223,0.6275,0.282812,0.6608695
2224,0.6275,0.282812,0.6608695
2225,0.6275,0.282812,0.6608695
2226,0.6275,0.282812,0.6608695
2227,0.6275,0.282812,0.6608695
2228,0.6275,0.282812,0.6608695
2229,0.6275,0.282812,0.6608695
2230,0.6275,0.282812,0.6608695
2231,0.6275,0.282812,0.626087
2232,0.6275,0.270312,0.5956525
2233,0.4705,0.25625,0.5673915
2234,0.4705,0.25625,0.530435
2235,0.4705,0.2414065,0.4978265
2236,0.3715,0.2414065,0.4739135
2237,0.3715,0.228125,0.4478265
2238,0.3715,0.228125,0.4478265
2239,0.3715,0.2414065,0.4739135
2240,0.4705,0.2414065,0.4978265
2241,0.4705,0.2414065,0.4978265
2242,0.4705,0.2414065,0.4978265
2243,0.4705,0.2414065,0.4978265
2244,0.4705,0.2414065,0.4978265
2245,0.3715,0.2414065,0.4739135
2246,0.3715,0.228125,0.4478265
2247,0.3715,0.228125,0.4478265
2248,0.3715,0.228125,0.4173915
2249,0.3715,0.228125,0.4173915
2250,0.3715,0.228125,0.4173915
2251,0.3715,0.228125,0.4173915
2252,0.3715,0.228125,0.4478265
2253,0.3715,0.2414065,0.4739135
2254,0.4705,0.2414065,0.4978265
2255,0.4705,0.25625,0.530435
2256,0.4705,0.25625,0.5673915
2257,0.4705,0.25625,0.5673915
2258,0.4705,0.25625,0.530435
2259,0.4705,0.25625,0.530435
2260,0.4705,0.25625,0.530435
2261,0.3715,0.2414065,0.4739135
2262,0.3715,0.228125,0.4173915
2263,0.3715,0.215625,0.3847825
2264,0.2895,0.215625,0.3847825
2265,0.2895,0.2015625,0.3565215
2266,0.2895,0.2015625,0.3282605
2267,0.2895,0.2015625,0.3282605
2268,0.2895,0.1875,0.3
2269,0.208,0.175,0.2456525
2270,0.208,0.150781,0.204348
2271,0.208,0.150781,0.204348
2272,0.208,0.175,0.2456525
2273,0.2895,0.1875,0.3
2274,0.2895,0.2015625,0.3565215
2275,0.2895,0.215625,0.3847825
2276,0.2895,0.215625,0.3847825
2277,0.2895,0.2015625,0.3565215
2278,0.2895,0.1875,0.3
2279,0.208,0.175,0.2717395
2280,0.208,0.163281,0.2456525
2281,0.208,0.163281,0.2456525
2282,0.208,0.163281,0.2456525
2283,0.208,0.163281,0.2217395
2284,0.208,0.175,0.2456525
2285,0.2895,0.1875,0.3
2286,0.2895,0.2015625,0.3282605
2287,0.2895,0.215625,0.3847825
2288,0.3715,0.215625,0.3847825
2289,0.3715,0.228125,0.4173915
2290,0.3715,0.228125,0.4173915
2291,0.3715,0.215625,0.3847825
2292,0.2895,0.2015625,0.3565215
2293,0.2895,0.1875,0.3
2294,0.2895,0.1875,0.3
2295,0.2895,0.1875,0.3
2296,0.2895,0.2015625,0.3282605
2297,0.2895,0.215625,0.3847825
2298,0.3715,0.215625,0.3847825
2299,0.3715,0.228125,0.4173915
2300,0.3715,0.228125,0.4173915
2301,0.3715,0.228125,0.4478265
2302,0.3715,0.228125,0.4478265
2303,0.3715,0.228125,0.4478265
2304,0.3715,0.2414065,0.4739135
2305,0.3715,0.2414065,0.4739135
2306,0.3715,0.2414065,0.4739135
2307,0.3715,0.2414065,0.4739135
2308,0.3715,0.2414065,0.4739135
2309,0.4705,0.2414065,0.4978265
2310,0.4705,0.2414065,0.4978265
2311,0.4705,0.25625,0.530435
2312,0.4705,0.25625,0.530435
2313,0.4705,0.25625,0.5673915
2314,0.4705,0.2414065,0.4978265
2315,0.3715,0.228125,0.4478265
2316,0.2895,0.215625,0.3847825
2317,0.2895,0.1875,0.3
2318,0.208,0.163281,0.2217395
2319,0.1435,0.1359375,0.1891305
2320,0.1435,0.121875,0.1695655
2321,0.099,0.1109375,0.15
2322,0.099,0.100781,0.1326085
2323,0.099,0.100781,0.1326085
2324,0.099,0.100781,0.1326085
2325,0.099,0.100781,0.1326085
2326,0.099,0.088281,0.121739
2327,0.099,0.088281,0.1086955
2328,0.099,0.088281,0.1086955
2329,0.099,0.074219,0.1086955
2330,0.099,0.088281,0.1086955
2331,0.099,0.100781,0.1326085
2332,0.1435,0.121875,0.1695655
2333,0.1435,0.1359375,0.204348
2334,0.208,0.150781,0.204348
2335,0.208,0.163281,0.2456525
2336,0.208,0.175,0.2717395
2337,0.208,0.175,0.2717395
2338,0.208,0.163281,0.2456525
2339,0.208,0.150781,0.204348
2340,0.1435,0.1359375,0.1891305
2341,0.1435,0.121875,0.1695655
2342,0.1435,0.121875,0.1695655
2343,0.1435,0.121875,0.1695655
2344,0.1435,0.1359375,0.204348
2345,0.208,0.163281,0.2456525
2346,0.208,0.175,0.2456525
2347,0.208,0.175,0.2717395
2348,0.208,0.175,0.2717395
2349,0.208,0.175,0.2456525
2350,0.208,0.175,0.2456525
2351,0.208,0.175,0.2717395
2352,0.208,0.175,0.2456525
2353,0.208,0.175,0.2456525
2354,0.208,0.175,0.2717395
2355,0.2895,0.1875,0.3
2356,0.2895,0.2015625,0.3282605
2357,0.2895,0.1875,0.3
2358,0.208,0.175,0.2717395
2359,0.208,0.163281,0.2456525
2360,0.208,0.150781,0.204348
2361,0.1435,0.121875,0.1695655
2362,0.099,0.1109375,0.15
2363,0.099,0.100781,0.1326085
2364,0.099,0.088281,0.1086955
2365,0.058,0.061719,0.0913045
2366,0.058,0.050781,0.0652175
2367,0.0305,0.039062,0.0652175
2368,0.058,0.050781,0.0652175
2369,0.058,0.061719,0.0913045
2370,0.099,0.074219,0.1086955
2371,0.099,0.088281,0.1086955
2372,0.099,0.088281,0.1086955
2373,0.099,0.088281,0.121739
2374,0.099,0.1109375,0.15
2375,0.1435,0.121875,0.1695655
2376,0.1435,0.1359375,0.204348
2377,0.208,0.163281,0.2217395
2378,0.1435,0.1359375,0.204348
2379,0.099,0.088281,0.121739
2380,0.058,0.050781,0.076087
2381,0.0305,0.028125,0.058696
2382,0.0305,0.028125,0.058696
2383,0.0305,0.028125,0.058696
2384,0.02,0.015625,0.047826
2385,0,0.009375,0.043478
2386,0,0.009375,0.043478
2387,0,0.009375,0.043478
2388,0,0.009375,0.043478
2389,0,0.009375,0.0369565
2390,0,0.009375,0.0369565
2391,0,0.009375,0.043478
2392,0.02,0.011719,0.043478
2393,0.02,0.011719,0.043478
2394,0,0.009375,0.043478
2395,0,0.009375,0.0369565
2396,0,0.00625,0.0369565
2397,0,0.00625,0.030435
2398,0,0.00625,0.0369565
2399,0.02,0.011719,0.043478
2400,0.0305,0.021094,0.052174
2401,0.02,0.015625,0.047826
2402,0.02,0.011719,0.043478
2403,0.02,0.011719,0.043478
2404,0.02,0.011719,0.043478
2405,0.02,0.011719,0.043478
2406,0.02,0.015625,0.047826
2407,0.02,0.015625,0.047826
2408,0.0305,0.021094,0.052174
2409,0.0305,0.028125,0.052174
2410,0.0305,0.028125,0.052174
2411,0.0305,0.028125,0.058696
2412,0.0305,0.028125,0.058696
2413,0.0305,0.039062,0.0652175
2414,0.0305,0.039062,0.0652175
2415,0.0305,0.039062,0.0652175
2416,0.0305,0.039062,0.0652175
2417,0.058,0.050781,0.0652175
2418,0.058,0.050781,0.076087
2419,0.058,0.074219,0.0913045
2420,0.099,0.088281,0.121739
2421,0.1435,0.121875,0.1695655
2422,0.1435,0.1359375,0.1891305
2423,0.1435,0.1359375,0.204348
2424,0.1435,0.1359375,0.204348
2425,0.1435,0.121875,0.1695655
2426,0.099,0.1109375,0.15
2427,0.099,0.100781,0.1326085
2428,0.099,0.088281,0.121739
2429,0.099,0.088281,0.121739
2430,0.099,0.1109375,0.15
2431,0.1435,0.121875,0.1695655
2432,0.1435,0.1359375,0.204348
2433,0.208,0.150781,0.204348
2434,0.1435,0.1359375,0.204348
2435,0.1435,0.121875,0.1695655
2436,0.099,0.1109375,0.15
2437,0.099,0.100781,0.1326085
2438,0.099,0.088281,0.1086955
2439,0.099,0.088281,0.1086955
2440,0.099,0.074219,0.1086955
2441,0.099,0.074219,0.1086955
2442,0.099,0.074219,0.1086955
2443,0.099,0.088281,0.1086955
2444,0.099,0.100781,0.1326085
2445,0.1435,0.121875,0.1695655
2446,0.208,0.150781,0.204348
2447,0.208,0.163281,0.2456525
2448,0.208,0.175,0.2717395
2449,0.2895,0.1875,0.3
2450,0.2895,0.1875,0.3
2451,0.2895,0.1875,0.3
2452,0.2895,0.1875,0.3
2453,0.2895,0.2015625,0.3282605
2454,0.2895,0.2015625,0.3282605
2455,0.2895,0.2015625,0.3565215
2456,0.2895,0.2015625,0.3565215
2457,0.2895,0.215625,0.3847825
2458,0.2895,0.215625,0.3847825
2459,0.2895,0.2015625,0.3565215
2460,0.2895,0.1875,0.3
2461,0.208,0.175,0.2717395
2462,0.208,0.163281,0.2217395
2463,0.1435,0.1359375,0.1891305
2464,0.099,0.100781,0.1326085
2465,0.099,0.074219,0.1086955
2466,0.058,0.074219,0.0913045
2467,0.099,0.074219,0.1086955
2468,0.099,0.088281,0.121739
2469,0.099,0.1109375,0.15
2470,0.1435,0.121875,0.1695655
2471,0.1435,0.1359375,0.1891305
2472,0.1435,0.1359375,0.1891305
2473,0.1435,0.121875,0.1695655
2474,0.1435,0.121875,0.1695655
2475,0.099,0.1109375,0.15
2476,0.099,0.1109375,0.15
2477,0.099,0.1109375,0.15
2478,0.1435,0.121875,0.1695655
2479,0.1435,0.1359375,0.1891305
2480,0.208,0.163281,0.2217395
2481,0.208,0.175,0.2456525
2482,0.208,0.175,0.2456525
2483,0.208,0.150781,0.204348
2484,0.1435,0.121875,0.1695655
2485,0.1435,0.121875,0.1695655
2486,0.099,0.1109375,0.15
2487,0.099,0.100781,0.1326085
2488,0.099,0.088281,0.121739
2489,0.099,0.088281,0.1086955
2490,0.099,0.088281,0.1086955
2491,0.099,0.088281,0.1086955
2492,0.099,0.1109375,0.15
2493,0.1435,0.1359375,0.204348
2494,0.208,0.175,0.2456525
2495,0.2895,0.1875,0.3
2496,0.2895,0.1875,0.3
2497,0.2895,0.1875,0.3
2498,0.2895,0.1875,0.3
2499,0.2895,0.1875,0.3
2500,0.2895,0.1875,0.3
2501,0.3715,0.215625,0.3847825
2502,0.3715,0.2414065,0.4739135
2503,0.4705,0.25625,0.5673915
2504,0.4705,0.25625,0.5673915
2505,0.4705,0.2414065,0.4978265
2506,0.3715,0.228125,0.4173915
2507,0.2895,0.2015625,0.3282605
2508,0.208,0.175,0.2456525
2509,0.208,0.150781,0.204348
2510,0.1435,0.121875,0.1695655
2511,0.099,0.100781,0.1326085
2512,0.099,0.088281,0.121739
2513,0.099,0.088281,0.1086955
2514,0.099,0.088281,0.1086955
2515,0.099,0.100781,0.1326085
2516,0.1435,0.121875,0.1695655
2517,0.208,0.163281,0.2456525
2518,0.2895,0.2015625,0.3282605
2519,0.3715,0.2414065,0.4739135
2520,0.4705,0.270312,0.5673915
2521,0.6275,0.2960935,0.6608695
2522,0.6275,0.3125,0.6934785
2523,0.815,0.3125,0.726087
2524,0.815,0.3125,0.726087
2525,0.815,0.3125,0.726087
2526,0.6275,0.3125,0.6934785
2527,0.6275,0.2960935,0.6608695
2528,0.6275,0.282812,0.6608695
2529,0.6275,0.270312,0.5956525
2530,0.4705,0.25625,0.530435
2531,0.3715,0.2414065,0.4739135
2532,0.3715,0.2414065,0.4739135
2533,0.3715,0.2414065,0.4739135
2534,0.3715,0.2414065,0.4739135
2535,0.4705,0.2414065,0.4978265
2536,0.4705,0.25625,0.530435
2537,0.4705,0.25625,0.5673915
2538,0.4705,0.25625,0.530435
2539,0.4705,0.25625,0.530435
2540,0.4705,0.25625,0.530435
2541,0.4705,0.25625,0.530435
2542,0.4705,0.25625,0.5673915
2543,0.6275,0.270312,0.5956525
2544,0.6275,0.282812,0.626087
2545,0.6275,0.282812,0.626087
2546,0.6275,0.270312,0.5956525
2547,0.6275,0.270312,0.5956525
2548,0.4705,0.25625,0.5673915
2549,0.4705,0.2414065,0.4978265
2550,0.3715,0.228125,0.4478265
2551,0.2895,0.215625,0.3847825
2552,0.2895,0.2015625,0.3282605
2553,0.2895,0.2015625,0.3282605
2554,0.2895,0.2015625,0.3282605
2555,0.2895,0.2015625,0.3282605
2556,0.2895,0.2015625,0.3282605
2557,0.2895,0.2015625,0.3282605
2558,0.2895,0.1875,0.3
2559,0.208,0.175,0.2717395
2560,0.208,0.163281,0.2456525
2561,0.208,0.163281,0.2217395
2562,0.208,0.150781,0.204348
2563,0.1435,0.1359375,0.204348
2564,0.208,0.150781,0.204348
2565,0.208,0.163281,0.2217395
2566,0.208,0.163281,0.2456525
2567,0.208,0.175,0.2456525
2568,0.208,0.175,0.2717395
2569,0.208,0.175,0.2456525
2570,0.208,0.175,0.2456525
2571,0.208,0.175,0.2456525
2572,0.208,0.175,0.2717395
2573,0.2895,0.1875,0.3
2574,0.2895,0.1875,0.3
2575,0.2895,0.2015625,0.3565215
2576,0.2895,0.215625,0.3847825
2577,0.3715,0.215625,0.3847825
2578,0.2895,0.215625,0.3847825
2579,0.2895,0.2015625,0.3565215
2580,0.2895,0.1875,0.3
2581,0.208,0.175,0.2456525
2582,0.208,0.163281,0.2456525
2583,0.208,0.175,0.2456525
2584,0.208,0.175,0.2456525
2585,0.208,0.175,0.2717395
2586,0.2895,0.1875,0.3
2587,0.2895,0.1875,0.3
2588,0.2895,0.2015625,0.3282605
2589,0.2895,0.1875,0.3
2590,0.208,0.150781,0.204348
2591,0.1435,0.121875,0.1695655
2592,0.1435,0.121875,0.1695655
2593,0.1435,0.1359375,0.1891305
2594,0.208,0.150781,0.204348
2595,0.208,0.163281,0.2217395
2596,0.208,0.175,0.2717395
2597,0.2895,0.1875,0.3
2598,0.2895,0.215625,0.3847825
2599,0.3715,0.215625,0.3847825
2600,0.3715,0.228125,0.4173915
2601,0.2895,0.215625,0.3847825
2602,0.2895,0.1875,0.3
2603,0.208,0.175,0.2456525
2604,0.208,0.150781,0.204348
2605,0.1435,0.121875,0.1695655
2606,0.099,0.088281,0.1086955
2607,0.099,0.088281,0.1086955
2608,0.099,0.088281,0.121739
2609,0.099,0.1109375,0.15
2610,0.1435,0.121875,0.1695655
2611,0.1435,0.121875,0.1695655
2612,0.1435,0.121875,0.1695655
2613,0.1435,0.121875,0.1695655
2614,0.1435,0.1359375,0.1891305
2615,0.1435,0.1359375,0.1891305
2616,0.1435,0.1359375,0.204348
2617,0.1435,0.1359375,0.204348
2618,0.1435,0.1359375,0.204348
2619,0.1435,0.1359375,0.204348
2620,0.1435,0.1359375,0.204348
2621,0.1435,0.1359375,0.204348
2622,0.208,0.150781,0.204348
2623,0.208,0.163281,0.2217395
2624,0.208,0.163281,0.2456525
2625,0.208,0.163281,0.2456525
2626,0.208,0.163281,0.2456525
2627,0.208,0.163281,0.2456525
2628,0.208,0.163281,0.2456525
2629,0.208,0.163281,0.2217395
2630,0.208,0.150781,0.204348
2631,0.208,0.150781,0.204348
2632,0.1435,0.1359375,0.1891305
2633,0.1435,0.121875,0.1695655
2634,0.1435,0.121875,0.1695655
2635,0.208,0.150781,0.204348
2636,0.208,0.175,0.2456525
2637,0.2895,0.1875,0.3
2638,0.2895,0.1875,0.3
2639,0.2895,0.2015625,0.3565215
2640,0.3715,0.215625,0.3847825
2641,0.3715,0.228125,0.4478265
2642,0.4705,0.2414065,0.4978265
2643,0.4705,0.25625,0.530435
2644,0.4705,0.270312,0.5673915
2645,0.6275,0.270312,0.5956525
2646,0.6275,0.282812,0.626087
2647,0.6275,0.282812,0.6608695
2648,0.6275,0.2960935,0.6608695
2649,0.6275,0.2960935,0.6608695
2650,0.6275,0.282812,0.6608695
2651,0.6275,0.270312,0.5956525
2652,0.4705,0.25625,0.530435
2653,0.3715,0.2414065,0.4739135
2654,0.3715,0.228125,0.4478265
2655,0.3715,0.2414065,0.4739135
2656,0.4705,0.2414065,0.4978265
2657,0.4705,0.2414065,0.4978265
2658,0.4705,0.25625,0.5673915
2659,0.4705,0.25625,0.5673915
2660,0.4705,0.25625,0.5673915
2661,0.4705,0.25625,0.5673915
2662,0.4705,0.25625,0.5673915
2663,0.4705,0.25625,0.5673915
2664,0.4705,0.25625,0.5673915
2665,0.4705,0.25625,0.5673915
2666,0.4705,0.25625,0.5673915
2667,0.4705,0.270312,0.5673915
2668,0.4705,0.270312,0.5673915
2669,0.4705,0.270312,0.5673915
2670,0.4705,0.25625,0.5673915
2671,0.4705,0.2414065,0.4978265
2672,0.3715,0.228125,0.4478265
2673,0.3715,0.215625,0.3847825
2674,0.2895,0.2015625,0.3565215
2675,0.2895,0.2015625,0.3282605
2676,0.2895,0.2015625,0.3282605
2677,0.2895,0.2015625,0.3282605
2678,0.2895,0.2015625,0.3282605
2679,0.2895,0.2015625,0.3282605
2680,0.2895,0.1875,0.3
2681,0.2895,0.1875,0.3
2682,0.2895,0.1875,0.3
2683,0.2895,0.1875,0.3
2684,0.2895,0.2015625,0.3282605
2685,0.2895,0.2015625,0.3565215
2686,0.3715,0.215625,0.3847825
2687,0.3715,0.215625,0.3847825
2688,0.2895,0.215625,0.3847825
2689,0.2895,0.2015625,0.3282605
2690,0.208,0.175,0.2717395
2691,0.208,0.150781,0.204348
2692,0.1435,0.121875,0.1695655
2693,0.1435,0.121875,0.1695655
2694,0.1435,0.121875,0.1695655
2695,0.1435,0.121875,0.1695655
2696,0.1435,0.121875,0.1695655
2697,0.1435,0.121875,0.1695655
2698,0.1435,0.121875,0.1695655
2699,0.1435,0.121875,0.1695655
2700,0.099,0.1109375,0.15
2701,0.099,0.088281,0.121739
2702,0.058,0.074219,0.0913045
2703,0.058,0.050781,0.076087
2704,0.0305,0.039062,0.0652175
2705,0.0305,0.039062,0.0652175
2706,0.058,0.050781,0.076087
2707,0.058,0.074219,0.0913045
2708,0.099,0.088281,0.1086955
2709,0.099,0.100781,0.1326085
2710,0.1435,0.121875,0.1695655
2711,0.1435,0.1359375,0.1891305
2712,0.1435,0.1359375,0.204348
2713,0.208,0.150781,0.204348
2714,0.208,0.163281,0.2217395
2715,0.208,0.163281,0.2456525
2716,0.208,0.163281,0.2456525
2717,0.208,0.163281,0.2456525
2718,0.208,0.150781,0.204348
2719,0.1435,0.1359375,0.1891305
2720,0.1435,0.121875,0.1695655
2721,0.099,0.100781,0.1326085
2722,0.099,0.074219,0.1086955
2723,0.058,0.074219,0.0913045
2724,0.058,0.074219,0.0913045
2725,0.058,0.074219,0.0913045
2726,0.099,0.074219,0.1086955
2727,0.099,0.088281,0.121739
2728,0.099,0.100781,0.1326085
2729,0.099,0.1109375,0.15
2730,0.099,0.1109375,0.15
2731,0.1435,0.121875,0.1695655
2732,0.1435,0.121875,0.1695655
2733,0.1435,0.121875,0.1695655
2734,0.1435,0.1359375,0.1891305
2735,0.1435,0.1359375,0.1891305
2736,0.1435,0.121875,0.1695655
2737,0.1435,0.121875,0.1695655
2738,0.1435,0.121875,0.1695655
2739,0.099,0.1109375,0.15
2740,0.099,0.1109375,0.15
2741,0.099,0.100781,0.1326085
2742,0.099,0.100781,0.1326085
2743,0.099,0.1109375,0.15
2744,0.1435,0.1359375,0.1891305
2745,0.208,0.150781,0.204348
2746,0.208,0.150781,0.204348
2747,0.1435,0.1359375,0.204348
2748,0.1435,0.121875,0.1695655
2749,0.099,0.088281,0.121739
2750,0.058,0.074219,0.0913045
2751,0.058,0.050781,0.0652175
2752,0.0305,0.028125,0.058696
2753,0.0305,0.028125,0.058696
2754,0.0305,0.039062,0.0652175
2755,0.058,0.061719,0.0913045
2756,0.099,0.074219,0.1086955
2757,0.099,0.100781,0.1326085
2758,0.099,0.1109375,0.15
2759,0.1435,0.121875,0.1695655
2760,0.1435,0.1359375,0.1891305
2761,0.1435,0.1359375,0.1891305
2762,0.1435,0.1359375,0.1891305
2763,0.208,0.150781,0.204348
2764,0.208,0.175,0.2456525
2765,0.208,0.175,0.2717395
2766,0.208,0.175,0.2717395
2767,0.208,0.163281,0.2456525
2768,0.208,0.150781,0.204348
2769,0.1435,0.121875,0.1695655
2770,0.099,0.088281,0.1086955
2771,0.058,0.061719,0.0913045
2772,0.0305,0.039062,0.0652175
2773,0.0305,0.028125,0.052174
2774,0.02,0.015625,0.047826
2775,0.02,0.011719,0.043478
2776,0.02,0.011719,0.043478
2777,0.02,0.015625,0.047826
2778,0.0305,0.028125,0.052174
2779,0.058,0.050781,0.0652175
2780,0.099,0.088281,0.1086955
2781,0.1435,0.121875,0.1695655
2782,0.208,0.163281,0.2217395
2783,0.2895,0.1875,0.3
2784,0.2895,0.215625,0.3847825
2785,0.3715,0.228125,0.4173915
2786,0.3715,0.215625,0.3847825
2787,0.2895,0.215625,0.3847825
2788,0.2895,0.2015625,0.3565215
2789,0.2895,0.2015625,0.3282605
2790,0.2895,0.1875,0.3
2791,0.2895,0.1875,0.3
2792,0.2895,0.1875,0.3
2793,0.2895,0.1875,0.3
2794,0.2895,0.1875,0.3
2795,0.208,0.175,0.2456525
2796,0.208,0.150781,0.204348
2797,0.1435,0.121875,0.1695655
2798,0.099,0.088281,0.121739
2799,0.099,0.088281,0.1086955
2800,0.099,0.088281,0.1086955
2801,0.099,0.100781,0.1326085
2802,0.1435,0.121875,0.1695655
2803,0.208,0.163281,0.2217395
2804,0.2895,0.1875,0.3
2805,0.2895,0.2015625,0.3565215
2806,0.2895,0.2015625,0.3565215
2807,0.2895,0.2015625,0.3565215
2808,0.2895,0.2015625,0.3282605
2809,0.2895,0.2015625,0.3282605
2810,0.2895,0.2015625,0.3565215
2811,0.2895,0.2015625,0.3565215
2812,0.2895,0.2015625,0.3565215
2813,0.2895,0.2015625,0.3565215
2814,0.2895,0.215625,0.3847825
2815,0.3715,0.228125,0.4173915
2816,0.3715,0.228125,0.4478265
2817,0.3715,0.228125,0.4173915
2818,0.3715,0.215625,0.3847825
2819,0.2895,0.2015625,0.3282605
2820,0.2895,0.1875,0.3
2821,0.2895,0.2015625,0.3282605
2822,0.2895,0.2015625,0.3565215
2823,0.3715,0.215625,0.3847825
2824,0.3715,0.2414065,0.4739135
2825,0.4705,0.25625,0.530435
2826,0.4705,0.25625,0.5673915
2827,0.4705,0.270312,0.5673915
2828,0.4705,0.270312,0.5673915
2829,0.4705,0.270312,0.5673915
2830,0.6275,0.270312,0.5956525
2831,0.6275,0.282812,0.626087
2832,0.6275,0.282812,0.626087
2833,0.6275,0.270312,0.5956525
2834,0.6275,0.270312,0.5956525
2835,0.6275,0.270312,0.5956525
2836,0.6275,0.282812,0.626087
2837,0.6275,0.2960935,0.6608695
