T,Sunergy-370W,Luxen-450W
1395,0,0
1396,0,0
1397,0,0
1398,0,0
1399,0,0
1400,0.013848823,0.01685929
1401,0.095399637,0.116396918
1402,0.153314128,0.187380309
1403,0.255601978,0.313457562
1404,0.307589283,0.377957077
1405,0.334988633,0.412142209
1406,0.339894104,0.418381162
1407,0.320080261,0.39372568
1408,0.27210874,0.334118698
1409,0.183892342,0.225085118
1410,0.129903707,0.158718077
1411,0,0
1412,0,0
1413,0,0
1414,0,0
1415,0,0
1416,0,0
1417,0,0
1418,0,0
1419,0,0
1420,0,0
1421,0,0
1422,0,0
1423,0,0
1424,0.014179557,0.017262684
1425,0.096016058,0.117180674
1426,0.182252419,0.223070418
1427,0.231956238,0.284448972
1428,0.291557098,0.358433508
1429,0.324348545,0.399376263
1430,0.315207761,0.388041228
1431,0.309004956,0.38032648
1432,0.256290639,0.314741637
1433,0.196944563,0.24126723
1434,0.110047637,0.134392091
1435,0,0
1436,0,0
1437,0,0
1438,0,0
1439,0,0
1440,0,0
1441,0,0
1442,0,0
1443,0,0
1444,0,0
1445,0,0
1446,0,0
1447,0,0
1448,0.013651667,0.016620767
1449,0.083947765,0.102407688
1450,0.150051178,0.183431298
1451,0.24861733,0.304972335
1452,0.26577448,0.326243595
1453,0.327429151,0.402916168
1454,0.333047494,0.409926456
1455,0.313490064,0.385541256
1456,0.262729113,0.32243499
1457,0.167212595,0.204510224
1458,0.024667841,0.030042165
1459,0,0
1460,0,0
1461,0,0
1462,0,0
1463,0,0
1464,0,0
1465,0,0
1466,0,0
1467,0,0
1468,0,0
1469,0,0
1470,0,0
1471,0,0
1472,0.012292748,0.014965857
1473,0.075232233,0.091755575
1474,0.147168311,0.179895622
1475,0.130513574,0.159462618
1476,0.294196868,0.361622334
1477,0.31839356,0.39181592
1478,0.259852848,0.319038459
1479,0.284054186,0.349140083
1480,0.251203479,0.308345389
1481,0.200515516,0.245645805
1482,0.112245336,0.137080617
1483,0,0
1484,0,0
1485,0,0
1486,0,0
1487,0,0
1488,0,0
1489,0,0
1490,0,0
1491,0,0
1492,0,0
1493,0,0
1494,0,0
1495,0,0
1496,0.009270326,0.011285344
1497,0.041766982,0.050894299
1498,0.149917835,0.183294484
1499,0.243712189,0.298958897
1500,0.301390793,0.370570692
1501,0.293806109,0.361136243
1502,0.330582706,0.40703234
1503,0.311068759,0.382735395
1504,0.273293725,0.33576074
1505,0.209998837,0.257357041
1506,0.124017568,0.151527096
1507,0,0
1508,0,0
1509,0,0
1510,0,0
1511,0,0
1512,0,0
1513,0,0
1514,0,0
1515,0,0
1516,0,0
1517,0,0
1518,0,0
1519,0,0
1520,0.009213538,0.01121562
1521,0.08807555,0.10745612
1522,0.187645216,0.229670136
1523,0.260244582,0.319372623
1524,0.283236182,0.347931267
1525,0.268656674,0.329853119
1526,0.34565521,0.425730415
1527,0.318358731,0.391682937
1528,0.282245958,0.346721499
1529,0.217402299,0.266393258
1530,0.137120989,0.167563726
1531,0,0
1532,0,0
1533,0,0
1534,0,0
1535,0,0
1536,0,0
1537,0,0
1538,0,0
1539,0,0
1540,0,0
1541,0,0
1542,0,0
1543,0,0
1544,0.014129221,0.017201372
1545,0.075788233,0.092417915
1546,0.158345986,0.193531451
1547,0.176072366,0.215312712
1548,0.31373998,0.385373152
1549,0.309797458,0.380499449
1550,0.334456852,0.411171526
1551,0.264272677,0.324097665
1552,0.280587169,0.344294406
1553,0.201737628,0.246922263
1554,0.133961075,0.163631773
1555,0,0
1556,0,0
1557,0,0
1558,0,0
1559,0,0
1560,0,0
1561,0,0
1562,0,0
1563,0,0
1564,0,0
1565,0,0
1566,0,0
1567,0,0
1568,0.018137093,0.022083999
1569,0.094761244,0.115620986
1570,0.180349938,0.220621177
1571,0.263854871,0.323670707
1572,0.309489129,0.380273111
1573,0.344035523,0.4233361
1574,0.348265636,0.428620394
1575,0.327193769,0.402378303
1576,0.281984319,0.346168047
1577,0.215740168,0.264243481
1578,0.134126737,0.163852923
1579,0,0
1580,0,0
1581,0,0
1582,0,0
1583,0,0
1584,0,0
1585,0,0
1586,0,0
1587,0,0
1588,0,0
1589,0,0
1590,0,0
1591,0,0
1592,0.019260564,0.023450179
1593,0.104873287,0.128000303
1594,0.146900239,0.179532009
1595,0.265935206,0.326308788
1596,0.317222365,0.389989221
1597,0.328383628,0.403914977
1598,0.347754894,0.428077188
1599,0.297834571,0.365905576
1600,0.282964403,0.347440672
1601,0.19094104,0.233681
1602,0.110985328,0.135488454
1603,0,0
1604,0,0
1605,0,0
1606,0,0
1607,0,0
1608,0,0
1609,0,0
1610,0,0
1611,0,0
1612,0,0
1613,0,0
1614,0,0
1615,0,0
1616,0.019523509,0.023772505
1617,0.105178267,0.128387101
1618,0.186489823,0.228232481
1619,0.255633685,0.313599224
1620,0.314271783,0.386359237
1621,0.341897258,0.4207522
1622,0.334097959,0.411025995
1623,0.308015694,0.378532963
1624,0.273384413,0.335540026
1625,0.203210803,0.248808398
1626,0.132375095,0.161712309
1627,0,0
1628,0,0
1629,0,0
1630,0,0
1631,0,0
1632,0,0
1633,0,0
1634,0,0
1635,0,0
1636,0,0
1637,0,0
1638,0,0
1639,0,0
1640,0.01978461,0.024092318
1641,0.104837245,0.127970555
1642,0.192104455,0.235127949
1643,0.265119405,0.325332519
1644,0.315559006,0.387932918
1645,0.342178179,0.421126105
1646,0.318500747,0.391622806
1647,0.322568431,0.396740442
1648,0.27753307,0.340755691
1649,0.211582412,0.259178751
1650,0.116289119,0.142006024
1651,0,0
1652,0,0
1653,0,0
1654,0,0
1655,0,0
1656,0,0
1657,0,0
1658,0,0
1659,0,0
1660,0,0
1661,0,0
1662,0,0
1663,0,0
1664,0.019247962,0.023439647
1665,0.098317213,0.119979278
1666,0.149586676,0.182816908
1667,0.243973081,0.299112087
1668,0.295520192,0.363019571
1669,0.339546968,0.417890087
1670,0.34321164,0.422493354
1671,0.322094789,0.396141011
1672,0.276437099,0.339377222
1673,0.209816143,0.256964554
1674,0.111477251,0.136099802
1675,0,0
1676,0,0
1677,0,0
1678,0,0
1679,0,0
1680,0,0
1681,0,0
1682,0,0
1683,0,0
1684,0,0
1685,0,0
1686,0,0
1687,0,0
1688,0.021119197,0.025717883
1689,0.107232672,0.130887159
1690,0.169071984,0.206740613
1691,0.268363169,0.329222095
1692,0.318712154,0.391758406
1693,0.34542257,0.425089871
1694,0.347788055,0.428127401
1695,0.32619629,0.401206533
1696,0.281151356,0.345207386
1697,0.214697741,0.262980166
1698,0.131765429,0.160963977
1699,0,0
1700,0,0
1701,0,0
1702,0,0
1703,0,0
1704,0,0
1705,0,0
1706,0,0
1707,0,0
1708,0,0
1709,0,0
1710,0,0
1711,0,0
1712,0.022599869,0.027516851
1713,0.109215237,0.133297813
1714,0.196170701,0.240067275
1715,0.253610942,0.310947796
1716,0.282201537,0.346346118
1717,0.339287224,0.417317452
1718,0.351099543,0.43214086
1719,0.330227489,0.406145962
1720,0.284972168,0.349915319
1721,0.200377429,0.245317465
1722,0.135043902,0.164980835
1723,0,0
1724,0,0
1725,0,0
1726,0,0
1727,0,0
1728,0,0
1729,0,0
1730,0,0
1731,0,0
1732,0,0
1733,0,0
1734,0,0
1735,0,0
1736,0.024002093,0.029227624
1737,0.106070953,0.129480562
1738,0.177853758,0.217614577
1739,0.268942319,0.330191946
1740,0.318814731,0.392241689
1741,0.345999257,0.426223631
1742,0.348822819,0.429802672
1743,0.32747293,0.403141398
1744,0.282307716,0.346912187
1745,0.216015439,0.264760801
1746,0.120273863,0.146910873
1747,0,0
1748,0,0
1749,0,0
1750,0,0
1751,0,0
1752,0,0
1753,0,0
1754,0,0
1755,0,0
1756,0,0
1757,0,0
1758,0,0
1759,0,0
1760,0.01839904,0.022401772
1761,0.061699964,0.075215575
1762,0.191121506,0.233910248
1763,0.263312522,0.323076579
1764,0.315146451,0.387455531
1765,0.342399773,0.421462172
1766,0.343472076,0.422840876
1767,0.321089724,0.394951562
1768,0.271093367,0.332772286
1769,0.203797339,0.249551968
1770,0.112813039,0.137732103
1771,0,0
1772,0,0
1773,0,0
1774,0,0
1775,0,0
1776,0,0
1777,0,0
1778,0,0
1779,0,0
1780,0,0
1781,0,0
1782,0,0
1783,0,0
1784,0.017882153,0.021773755
1785,0.101456453,0.123826435
1786,0.184480255,0.225744039
1787,0.252901546,0.310172299
1788,0.315956048,0.388364151
1789,0.315213289,0.387443639
1790,0.327974875,0.403334221
1791,0.321033025,0.394715678
1792,0.276291995,0.339127681
1793,0.210000133,0.257147979
1794,0.127214061,0.155365556
1795,0,0
1796,0,0
1797,0,0
1798,0,0
1799,0,0
1800,0,0
1801,0,0
1802,0,0
1803,0,0
1804,0,0
1805,0,0
1806,0,0
1807,0,0
1808,0.024335262,0.029631259
1809,0.111430024,0.136012757
1810,0.199380126,0.244048955
1811,0.272306727,0.334187084
1812,0.322209283,0.396206509
1813,0.33670866,0.414247359
1814,0.352752599,0.434237007
1815,0.331206636,0.407305478
1816,0.285316752,0.350227036
1817,0.217279372,0.266057358
1818,0.132446792,0.16175152
1819,0,0
1820,0,0
1821,0,0
1822,0,0
1823,0,0
1824,0,0
1825,0,0
1826,0,0
1827,0,0
1828,0,0
1829,0,0
1830,0,0
1831,0,0
1832,0.023783829,0.028961563
1833,0.105471134,0.128745059
1834,0.189186948,0.231577952
1835,0.267374216,0.328210646
1836,0.31658247,0.389372438
1837,0.342878205,0.422178908
1838,0.340940382,0.419790193
1839,0.320598848,0.394404858
1840,0.243178917,0.298253502
1841,0.17548884,0.214717238
1842,0.101148981,0.123467716
1843,0,0
1844,0,0
1845,0,0
1846,0,0
1847,0,0
1848,0,0
1849,0,0
1850,0,0
1851,0,0
1852,0,0
1853,0,0
1854,0,0
1855,0,0
1856,0.024375215,0.029684387
1857,0.109973787,0.134281931
1858,0.195100114,0.238922377
1859,0.261108919,0.320545844
1860,0.3089228,0.379991362
1861,0.307043976,0.37765002
1862,0.333877681,0.411102618
1863,0.304348021,0.374220502
1864,0.265823718,0.326306567
1865,0.200181409,0.245114201
1866,0.119054622,0.145380516
1867,0,0
1868,0,0
1869,0,0
1870,0,0
1871,0,0
1872,0,0
1873,0,0
1874,0,0
1875,0,0
1876,0,0
1877,0,0
1878,0,0
1879,0,0
1880,0.025002538,0.030445591
1881,0.109435717,0.133601975
1882,0.194330806,0.237930289
1883,0.26345092,0.323415027
1884,0.312026684,0.383827883
1885,0.337164447,0.415266453
1886,0.330593125,0.407062047
1887,0.315194546,0.387866354
1888,0.192682212,0.235940669
1889,0.161926678,0.198058124
1890,0.096695243,0.118013976
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0.02746281,0.033443928
1905,0.11438337,0.13966655
1906,0.1872156,0.2291617
1907,0.268432523,0.329541513
1908,0.317886025,0.391001988
1909,0.336990531,0.414771571
1910,0.346491889,0.426604537
1911,0.324707731,0.399400121
1912,0.279403956,0.343042883
1913,0.212732758,0.260534771
1914,0.128286729,0.156689532
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0.029523853,0.035955438
1929,0.117536033,0.143531881
1930,0.202823306,0.24840202
1931,0.27160331,0.333499149
1932,0.319948368,0.393602842
1933,0.105051687,0.128208402
1934,0.131192454,0.160230429
1935,0.229383673,0.281067581
1936,0.229638062,0.281346033
1937,0.158824963,0.194115611
1938,0.084817074,0.10343425
1939,0.03683902,0.044868792
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,0,0
1951,0,0
1952,0.029707245,0.036179654
1953,0.078931578,0.096269598
1954,0.19746009,0.241782683
1955,0.248575109,0.304961721
1956,0.31923417,0.392841481
1957,0.343875668,0.423679297
1958,0.323675426,0.398484594
1959,0.320889859,0.395013338
1960,0.275998446,0.339101691
1961,0.209996879,0.257318047
1962,0.12682012,0.154930578
1963,0,0
1964,0,0
1965,0,0
1966,0,0
1967,0,0
1968,0,0
1969,0,0
1970,0,0
1971,0,0
1972,0,0
1973,0,0
1974,0,0
1975,0,0
1976,0.030316969,0.036915744
1977,0.118752864,0.144998287
1978,0.203097909,0.248721562
1979,0.268698663,0.329911449
1980,0.314907094,0.387436793
1981,0.338330321,0.416753652
1982,0.338584443,0.41716433
1983,0.315228528,0.388001858
1984,0.269661409,0.331256724
1985,0.202649093,0.248272753
1986,0.119796221,0.146325106
1987,0,0
1988,0,0
1989,0,0
1990,0,0
1991,0,0
1992,0,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0.027528906,0.033524792
2001,0.111361116,0.135947399
2002,0.195061653,0.238767913
2003,0.26342977,0.323254042
2004,0.311248895,0.382674808
2005,0.33553573,0.413025078
2006,0.337464105,0.415494847
2007,0.314781741,0.387250891
2008,0.268989104,0.330302703
2009,0.201038896,0.246244137
2010,0.118053759,0.144190152
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
2020,0,0
2021,0,0
2022,0,0
2023,0,0
2024,0.028806842,0.035083021
2025,0.114084099,0.139293033
2026,0.198387095,0.242899271
2027,0.2670646,0.327809049
2028,0.314711007,0.387036192
2029,0.339175576,0.417577517
2030,0.333461223,0.410442851
2031,0.300327082,0.369156139
2032,0.258870951,0.317686516
2033,0.173204916,0.211919899
2034,0.121213117,0.148052809
2035,0,0
2036,0,0
2037,0,0
2038,0,0
2039,0,0
2040,0,0
2041,0,0
2042,0,0
2043,0,0
2044,0,0
2045,0,0
2046,0,0
2047,0,0
2048,0.031846812,0.03879149
2049,0.118490695,0.144705968
2050,0.202673063,0.248216508
2051,0.270843327,0.33256515
2052,0.312590172,0.384462391
2053,0.321106847,0.395075998
2054,0.328020448,0.403727826
2055,0.321356453,0.3953872
2056,0.275446083,0.338258161
2057,0.208392632,0.255262577
2058,0.123594668,0.150969936
2059,0,0
2060,0,0
2061,0,0
2062,0,0
2063,0,0
2064,0,0
2065,0,0
2066,0,0
2067,0,0
2068,0,0
2069,0,0
2070,0,0
2071,0,0
2072,0.031643214,0.038545296
2073,0.117617018,0.143657565
2074,0.201678318,0.247023646
2075,0.270886733,0.33263815
2076,0.318299923,0.391555409
2077,0.34241694,0.421618122
2078,0.303013247,0.372451032
2079,0.319550289,0.393011964
2080,0.259942049,0.318933603
2081,0.099833095,0.121841197
2082,0.039824732,0.048522361
2083,0,0
2084,0,0
2085,0,0
2086,0,0
2087,0,0
2088,0,0
2089,0,0
2090,0,0
2091,0,0
2092,0,0
2093,0,0
2094,0,0
2095,0,0
2096,0.02760758,0.033619155
2097,0.101786846,0.124211004
2098,0.198217897,0.242633598
2099,0.251977797,0.309010138
2100,0.277421613,0.340547309
2101,0.230776621,0.282808102
2102,0.164841009,0.20156218
2103,0.320293836,0.39388391
2104,0.274237005,0.33663585
2105,0.206529939,0.252919445
2106,0.122089909,0.149093713
2107,0,0
2108,0,0
2109,0,0
2110,0,0
2111,0,0
2112,0,0
2113,0,0
2114,0,0
2115,0,0
2116,0,0
2117,0,0
2118,0,0
2119,0,0
2120,0.033770396,0.041135207
2121,0.121428168,0.148320676
2122,0.205538474,0.251811666
2123,0.273071639,0.335489205
2124,0.319645845,0.393570475
2125,0.343120782,0.423014854
2126,0.337462339,0.415936346
2127,0.320754838,0.395036583
2128,0.275123042,0.338113469
2129,0.202860308,0.248550017
2130,0.096884855,0.118253295
2131,0,0
2132,0,0
2133,0,0
2134,0,0
2135,0,0
2136,0,0
2137,0,0
2138,0,0
2139,0,0
2140,0,0
2141,0,0
2142,0,0
2143,0,0
2144,0.034646689,0.042201092
2145,0.122771485,0.149967449
2146,0.206522702,0.253055762
2147,0.272503105,0.334846318
2148,0.318301736,0.391983184
2149,0.340851267,0.420320291
2150,0.335394784,0.413552543
2151,0.316983316,0.390557305
2152,0.270483383,0.332547376
2153,0.203066375,0.248917755
2154,0.118726937,0.145058342
2155,0,0
2156,0,0
2157,0,0
2158,0,0
2159,0,0
2160,0,0
2161,0,0
2162,0,0
2163,0,0
2164,0,0
2165,0,0
2166,0,0
2167,0,0
2168,0.005304804,0.00645748
2169,0.023151914,0.028198904
2170,0.030942013,0.037697944
2171,0.045122091,0.054998866
2172,0.205669489,0.252131954
2173,0.210497829,0.258112042
2174,0.288820143,0.355337721
2175,0.227021279,0.278573943
2176,0.171140363,0.209537426
2177,0.17975884,0.220154279
2178,0.036720326,0.044749958
2179,0,0
2180,0,0
2181,0,0
2182,0,0
2183,0,0
2184,0,0
2185,0,0
2186,0,0
2187,0,0
2188,0,0
2189,0,0
2190,0,0
2191,0,0
2192,0.030351098,0.036975586
2193,0.102596193,0.12525174
2194,0.171509659,0.209848294
2195,0.25686286,0.315247995
2196,0.300772022,0.369759718
2197,0.231046078,0.283322445
2198,0.329566137,0.405711257
2199,0.305490277,0.3756991
2200,0.210943465,0.258496063
2201,0.187176116,0.229180844
2202,0.10958488,0.133843054
2203,0,0
2204,0,0
2205,0,0
2206,0,0
2207,0,0
2208,0,0
2209,0,0
2210,0,0
2211,0,0
2212,0,0
2213,0,0
2214,0,0
2215,0,0
2216,0.029507596,0.035945181
2217,0.110196403,0.134552022
2218,0.190820359,0.233583897
2219,0.260534278,0.319701766
2220,0.307754105,0.378285965
2221,0.272593741,0.3346291
2222,0.260028662,0.319044756
2223,0.117405204,0.143383657
2224,0.114113757,0.13935036
2225,0.121058974,0.147861918
2226,0.081080503,0.098917095
2227,0,0
2228,0,0
2229,0,0
2230,0,0
2231,0,0
2232,0,0
2233,0,0
2234,0,0
2235,0,0
2236,0,0
2237,0,0
2238,0,0
2239,0,0
2240,0.032090693,0.03909333
2241,0.118031368,0.144147663
2242,0.200736685,0.245816991
2243,0.26654438,0.327163935
2244,0.308931502,0.379824413
2245,0.332211673,0.408856575
2246,0.248663597,0.305061569
2247,0.314377162,0.386674601
2248,0.26746169,0.328386466
2249,0.186643943,0.228495568
2250,0.076195148,0.092957797
2251,0,0
2252,0,0
2253,0,0
2254,0,0
2255,0,0
2256,0,0
2257,0,0
2258,0,0
2259,0,0
2260,0,0
2261,0,0
2262,0,0
2263,0,0
2264,0.02744627,0.033435966
2265,0.113050625,0.138077532
2266,0.19649686,0.240673413
2267,0.267821077,0.328903076
2268,0.290084193,0.356561677
2269,0.304045842,0.373991768
2270,0.332594637,0.409712124
2271,0.28966442,0.356135947
2272,0.216913167,0.265879102
2273,0.193108544,0.236469221
2274,0.07750178,0.094546715
2275,0,0
2276,0,0
2277,0,0
2278,0,0
2279,0,0
2280,0,0
2281,0,0
2282,0,0
2283,0,0
2284,0,0
2285,0,0
2286,0,0
2287,0,0
2288,0.035404823,0.043140931
2289,0.097605275,0.119149691
2290,0.179501006,0.219697843
2291,0.266526108,0.327243469
2292,0.311402817,0.383071969
2293,0.316904573,0.389983579
2294,0.323725506,0.398493355
2295,0.296617391,0.364709064
2296,0.208805715,0.25587436
2297,0.160577192,0.196432633
2298,0.109846474,0.134157655
2299,0,0
2300,0,0
2301,0,0
2302,0,0
2303,0,0
2304,0,0
2305,0,0
2306,0,0
2307,0,0
2308,0,0
2309,0,0
2310,0,0
2311,0,0
2312,0.032535551,0.039640523
2313,0.109150053,0.133284354
2314,0.20023574,0.245234939
2315,0.266527196,0.327227317
2316,0.311885175,0.383668229
2317,0.314528444,0.387047622
2318,0.308278419,0.379361224
2319,0.300193255,0.369358702
2320,0.25921957,0.318425023
2321,0.176872773,0.216575636
2322,0.101372552,0.123798815
2323,0,0
2324,0,0
2325,0,0
2326,0,0
2327,0,0
2328,0,0
2329,0,0
2330,0,0
2331,0,0
2332,0,0
2333,0,0
2334,0,0
2335,0,0
2336,0.035750373,0.043554727
2337,0.113808072,0.138997894
2338,0.19740566,0.241815737
2339,0.261530114,0.321204374
2340,0.22740569,0.278942029
2341,0.27623251,0.339547257
2342,0.314089574,0.386732004
2343,0.281333045,0.345873701
2344,0.257798261,0.316573963
2345,0.188329936,0.230622349
2346,0.109057009,0.133183288
2347,0,0
2348,0,0
2349,0,0
2350,0,0
2351,0,0
2352,0,0
2353,0,0
2354,0,0
2355,0,0
2356,0,0
2357,0,0
2358,0,0
2359,0,0
2360,0.035810426,0.04363807
2361,0.102530662,0.125216803
2362,0.193763646,0.237420783
2363,0.261953279,0.321874676
2364,0.305672066,0.376377559
2365,0.326263363,0.402226925
2366,0.311914483,0.384329065
2367,0.293862054,0.361796656
2368,0.231951806,0.284756333
2369,0.189887728,0.232691551
2370,0.10748971,0.131310147
2371,0,0
2372,0,0
2373,0,0
2374,0,0
2375,0,0
2376,0,0
2377,0,0
2378,0,0
2379,0,0
2380,0,0
2381,0,0
2382,0,0
2383,0,0
2384,0.03429197,0.041787111
2385,0.114819942,0.140325487
2386,0.183838374,0.225310563
2387,0.228278675,0.280324091
2388,0.259404135,0.319011735
2389,0.301450669,0.371556094
2390,0.300044704,0.369795766
2391,0.291353921,0.358893134
2392,0.241764327,0.297067397
2393,0.176943619,0.216799376
2394,0.100748569,0.123074032
2395,0,0
2396,0,0
2397,0,0
2398,0,0
2399,0,0
2400,0,0
2401,0,0
2402,0,0
2403,0,0
2404,0,0
2405,0,0
2406,0,0
2407,0,0
2408,0.02526623,0.030776528
2409,0.102249119,0.124876677
2410,0.166945357,0.20438831
2411,0.214447768,0.263043889
2412,0.286828428,0.352946105
2413,0.311295447,0.383475852
2414,0.309570411,0.38131859
2415,0.269299667,0.331084314
2416,0.213688346,0.262079047
2417,0.184396937,0.225887436
2418,0.094229079,0.115048856
2419,0,0
2420,0,0
2421,0,0
2422,0,0
2423,0,0
2424,0,0
2425,0,0
2426,0,0
2427,0,0
2428,0,0
2429,0,0
2430,0,0
2431,0,0
2432,0.037604578,0.045817552
2433,0.120004981,0.146607982
2434,0.185526976,0.227191133
2435,0.261830418,0.321648803
2436,0.298109486,0.366837941
2437,0.326202764,0.401959429
2438,0.316920616,0.3904125
2439,0.254280491,0.312364231
2440,0.20162093,0.247139711
2441,0.126191284,0.154243566
2442,0.092775415,0.11327261
2443,0,0
2444,0,0
2445,0,0
2446,0,0
2447,0,0
2448,0,0
2449,0,0
2450,0,0
2451,0,0
2452,0,0
2453,0,0
2454,0,0
2455,0,0
2456,0.035378604,0.043113021
2457,0.058639071,0.071509831
2458,0.193927369,0.23752231
2459,0.256934915,0.315433674
2460,0.299965995,0.368897328
2461,0.320002162,0.393904115
2462,0.31374325,0.386156841
2463,0.294062282,0.361698286
2464,0.247454301,0.303841436
2465,0.181636761,0.22247025
2466,0.100693398,0.12297555
2467,0,0
2468,0,0
2469,0,0
2470,0,0
2471,0,0
2472,0,0
2473,0,0
2474,0,0
2475,0,0
2476,0,0
2477,0,0
2478,0,0
2479,0,0
2480,0.035859084,0.043697181
2481,0.116938373,0.142864067
2482,0.196503655,0.240729039
2483,0.261169559,0.320807383
2484,0.305091791,0.375556721
2485,0.326323884,0.40213819
2486,0.322214605,0.397052199
2487,0.297843833,0.366655028
2488,0.251792704,0.309355623
2489,0.185295636,0.227052709
2490,0.092869763,0.113416488
2491,0,0
2492,0,0
2493,0,0
2494,0,0
2495,0,0
2496,0,0
2497,0,0
2498,0,0
2499,0,0
2500,0,0
2501,0,0
2502,0,0
2503,0,0
2504,0.027295157,0.033254958
2505,0.112836109,0.137817959
2506,0.193856064,0.237429193
2507,0.255923073,0.314211714
2508,0.292263309,0.359457132
2509,0.318568559,0.392340968
2510,0.295992962,0.364248958
2511,0.288974874,0.355554966
2512,0.213461689,0.261819684
2513,0.18196808,0.22291398
2514,0.10114067,0.123535726
2515,0,0
2516,0,0
2517,0,0
2518,0,0
2519,0,0
2520,0,0
2521,0,0
2522,0,0
2523,0,0
2524,0,0
2525,0,0
2526,0,0
2527,0,0
2528,0.034865989,0.042485116
2529,0.121125838,0.147962719
2530,0.200840352,0.245983672
2531,0.265242659,0.325634489
2532,0.309005041,0.379981273
2533,0.330291942,0.406484521
2534,0.329611799,0.405636176
2535,0.293691011,0.360872555
2536,0.257420252,0.315859585
2537,0.176539849,0.216009074
2538,0.105799306,0.129170421
2539,0,0
2540,0,0
2541,0,0
2542,0,0
2543,0,0
2544,0,0
2545,0,0
2546,0,0
2547,0,0
2548,0,0
2549,0,0
2550,0,0
2551,0,0
2552,0.040800085,0.049715337
2553,0.116926078,0.142811998
2554,0.204676415,0.25074029
2555,0.250643255,0.307572036
2556,0.313567191,0.385753005
2557,0.316574973,0.389502215
2558,0.32813943,0.403958092
2559,0.282756103,0.347474483
2560,0.234191679,0.287272907
2561,0.165051919,0.201965722
2562,0.095261227,0.116294841
2563,0,0
2564,0,0
2565,0,0
2566,0,0
2567,0,0
2568,0,0
2569,0,0
2570,0,0
2571,0,0
2572,0,0
2573,0,0
2574,0,0
2575,0,0
2576,0.039940721,0.04867047
2577,0.122397059,0.149524649
2578,0.201219534,0.246468808
2579,0.266202387,0.32687689
2580,0.308750013,0.379843812
2581,0.329527547,0.405828982
2582,0.327910471,0.403862322
2583,0.303474347,0.373341188
2584,0.256431854,0.31485971
2585,0.179842588,0.220178959
2586,0.096055814,0.117263625
2587,0,0
2588,0,0
2589,0,0
2590,0,0
2591,0,0
2592,0,0
2593,0,0
2594,0,0
2595,0,0
2596,0,0
2597,0,0
2598,0,0
2599,0,0
2600,0.029634907,0.036104173
2601,0.090156839,0.110040262
2602,0.177164791,0.216876369
2603,0.207215777,0.25396418
2604,0.25395975,0.311876174
2605,0.255637075,0.314026906
2606,0.258984959,0.318258228
2607,0.23021406,0.282558749
2608,0.19671937,0.241100987
2609,0.118050713,0.144258907
2610,0.087517262,0.106833232
2611,0,0
2612,0,0
2613,0,0
2614,0,0
2615,0,0
2616,0,0
2617,0,0
2618,0,0
2619,0,0
2620,0,0
2621,0,0
2622,0,0
2623,0,0
2624,0.038571506,0.047006033
2625,0.111259562,0.135897543
2626,0.190825263,0.233733068
2627,0.23010768,0.282261841
2628,0.273269648,0.335780299
2629,0.295625518,0.363612443
2630,0.286875448,0.352741632
2631,0.249049867,0.30575435
2632,0.230226321,0.282447531
2633,0.167813118,0.205406798
2634,0.085929845,0.104885396
2635,0,0
2636,0,0
2637,0,0
2638,0,0
2639,0,0
2640,0,0
2641,0,0
2642,0,0
2643,0,0
2644,0,0
2645,0,0
2646,0,0
2647,0,0
2648,0.026532262,0.032321518
2649,0.089501038,0.1092196
2650,0.132704879,0.162157421
2651,0.213290679,0.261313832
2652,0.250151657,0.30690705
2653,0.296676062,0.364662766
2654,0.297582741,0.365812496
2655,0.279280518,0.343032297
2656,0.250262979,0.307043724
2657,0.184225911,0.225505765
2658,0.098091967,0.119746945
2659,0,0
2660,0,0
2661,0,0
2662,0,0
2663,0,0
2664,0,0
2665,0,0
2666,0,0
2667,0,0
2668,0,0
2669,0,0
2670,0,0
2671,0,0
2672,0.041673208,0.05078321
2673,0.124009492,0.151502166
2674,0.203108498,0.248808364
2675,0.267634635,0.328654539
2676,0.303558984,0.373306368
2677,0.329271441,0.405341424
2678,0.314148059,0.386476968
2679,0.304670574,0.374649733
2680,0.257187352,0.315681398
2681,0.184513398,0.225883647
2682,0.105106834,0.128338368
2683,0,0
2684,0,0
2685,0,0
2686,0,0
2687,0,0
2688,0,0
2689,0,0
2690,0,0
2691,0,0
2692,0,0
2693,0,0
2694,0,0
2695,0,0
2696,0.043663216,0.053208086
2697,0.116898262,0.142796739
2698,0.204937672,0.251147908
2699,0.266980828,0.328013757
2700,0.309021366,0.380410807
2701,0.328840073,0.405246906
2702,0.29584491,0.364103543
